AddressCodeID,HouseNumber,StreetDorm,City,AddressNote,Longitude,Lattitude,FullAdress
8.4,,East Quad - Hayden,Ann Arbor,dorm,,,East Quad - Hayden
8.5,,East Quad - Hinsdale,Ann Arbor,dorm,,,East Quad - Hinsdale
8.6,,East Quad - Prescott,Ann Arbor,dorm,,,East Quad - Prescott
8.7,,East Quad - Strauss,Ann Arbor,dorm,,,East Quad - Strauss
8.8,,East Quad - Tyler,Ann Arbor,dorm,,,East Quad - Tyler
574,817,Edward St.,Ann Arbor,,,,817 Edward St.
1140,120,Eighth St. ,Ann Arbor,,,,120 Eighth St. 
575,521,Elizabeth St.,Ann Arbor,,,,521 Elizabeth St.
576,548,Elizabeth St.,Ann Arbor,,42.285598,-83.741718,548 Elizabeth St.
1141,506,Elm St.,Ann Arbor,,,,506 Elm St.
1142,524,Elm St.,Ann Arbor,,,,524 Elm St.
1143,536,Elm St.,Ann Arbor,,42.275876,-83.730811,536 Elm St.
1149,331,Evergreen Place,Ann Arbor,,,,331 Evergreen Place
577,3484,Ewald Circle,Ann Arbor,,,,3484 Ewald Circle
1150,1727,Fair St.,Ann Arbor,,,,1727 Fair St.
578,704,Felch St.,Ann Arbor,,,,704 Felch St.
1151,625,Felch St.,Ann Arbor,,42.285995,-83.755295,625 Felch St.
1152,1052,FerdonÊ St.,Ann Arbor,,,,1052 FerdonÊ St.
2243,1256,Ferdon Rd.,Ann Arbor,,,,1256 Ferdon Rd.
579,1602,Ferndale Place,Ann Arbor,,,,1602 Ferndale Place
1153,3205,Fernwood Ave.,Ann Arbor,,,,3205 Fernwood Ave.
1154,,Fifth Ave. and Hill St.,Ann Arbor,,,,Fifth Ave. and Hill St.
16,,Fletcher Hall,Ann Arbor,Dorm,42.257468,-83.719072,Fletcher Hall
550,1332,Forest Court,Ann Arbor,,,,1332 Forest Court
1160,1312,Forest Court,Ann Arbor,,,,1312 Forest Court
1167,1000,Fountain St.,Ann Arbor,,,,1000 Fountain St.
1168,1007,Fountain St.,Ann Arbor,,,,1007 Fountain St.
1169,1012,Fountain St.,Ann Arbor,,,,1012 Fountain St.
1170,1021,Fountain St.,Ann Arbor,,,,1021 Fountain St.
1172,707,Fountain St.,Ann Arbor,,,,707 Fountain St.
1173,735,Fountain St.,Ann Arbor,,,,735 Fountain St.
2109,1034,Fountain St.,Ann Arbor,,,,1034 Fountain St.
1174,19,Fourth St.,Ann Arbor,,42.276055,-83.754774,19 Fourth St.
1175,720,Fourth St.,Ann Arbor,,,,720 Fourth St.
586,2200,Fuller Court,Ann Arbor,,,,2200 Fuller Court
587,2232,Fuller Court,Ann Arbor,,,,2232 Fuller Court
588,2238,Fuller Court,Ann Arbor,,,,2238 Fuller Court
543,822,Fuller St.,Ann Arbor,,42.286474,-83.740173,822 Fuller St.
589,1028,Fuller St.,Ann Arbor,,,,1028 Fuller St.
590,608,Fuller St.,Ann Arbor,,42.286627,-83.740539,608 Fuller St.
593,900,Fuller St.,Ann Arbor,,42.285762,-83.738374,900 Fuller St.
612,808,Fuller St.,Ann Arbor,,42.286558,-83.740425,808 Fuller St.
639,806,Fuller St.,Ann Arbor,,42.286571,-83.740461,806 Fuller St.
643,908,Fuller St.,Ann Arbor,,42.285722,-83.738199,908 Fuller St.
644,816,Fuller St.,Ann Arbor,,42.28651,-83.740281,816 Fuller St.
684,830,Fuller St.,Ann Arbor,,,,830 Fuller St.
688,812,Fuller St.,Ann Arbor,,42.286534,-83.740353,812 Fuller St.
696,800,Fuller St.,Ann Arbor,,,,800 Fuller St.
721,714,Fuller St.,Ann Arbor,,42.286711,-83.740134,714 Fuller St.
723,914,Fuller St.,Ann Arbor,,42.285681,-83.738018,914 Fuller St.
1177,1018,Fuller St.,Ann Arbor,,,,1018 Fuller St.
1178,1116,Fuller St.,Ann Arbor,,42.286582,-83.740495,1116 Fuller St.
1179,616,Fuller St.,Ann Arbor,,,,616 Fuller St.
1180,618,Fuller St.,Ann Arbor,,,,618 Fuller St.
1181,802,Fuller St.,Ann Arbor,,,,802 Fuller St.
1182,810,Fuller St.,Ann Arbor,,,,810 Fuller St.
704,1303,Gardner St.,Ann Arbor,,,,1303 Gardner St.
1184,1203,Gardner St.,Ann Arbor,,,,1203 Gardner St.
629,1341,Geddes Ave.,Ann Arbor,,,,1341 Geddes Ave.
650,1336,Geddes Ave.,Ann Arbor,,,,1336 Geddes Ave.
681,1345,Geddes Ave.,Ann Arbor,,,,1345 Geddes Ave.
703,1506,Geddes Ave.,Ann Arbor,,,,1506 Geddes Ave.
713,1412,Geddes Ave.,Ann Arbor,,,,1412 Geddes Ave.
785,1700,Geddes Ave.,Ann Arbor,,,,1700 Geddes Ave.
786,1912,Geddes Ave.,Ann Arbor,,,,1912 Geddes Ave.
789,1923,Geddes Ave.,Ann Arbor,,42.275825,-83.723308,1923 Geddes Ave.
1188,1304,Geddes Ave.,Ann Arbor,,,,1304 Geddes Ave.
1189,1316,Geddes Ave.,Ann Arbor,,,,1316 Geddes Ave.
1190,1331,Geddes Ave.,Ann Arbor,,,,1331 Geddes Ave.
1191,1335,Geddes Ave.,Ann Arbor,,42.277768,-83.73171,1335 Geddes Ave.
1192,1346,Geddes Ave.,Ann Arbor,,,,1346 Geddes Ave.
1193,1364,Geddes Ave.,Ann Arbor,,,,1364 Geddes Ave.
1194,1624,Geddes Ave.,Ann Arbor,,42.275071,-83.618208,1624 Geddes Ave.
1195,1704,Geddes Ave.,Ann Arbor,,,,1704 Geddes Ave.
1196,1798,Geddes Ave.,Ann Arbor,,,,1798 Geddes Ave.
1197,1917,Geddes Ave.,Ann Arbor,,42.275797,-83.723701,1917 Geddes Ave.
1198,1928,Geddes Ave.,Ann Arbor,,,,1928 Geddes Ave.
1200,2670,Geddes Ave.,Ann Arbor,,,,2670 Geddes Ave.
1201,40,Geddes Ave.,Ann Arbor,,42.273594,-83.672844,40 Geddes Ave.
1186,1316,Geddes Ave. ,Ann Arbor,,,,1316 Geddes Ave. 
1187,1336,Geddes Ave. ,Ann Arbor,,,,1336 Geddes Ave. 
2170,1332,Geddes Ave. ,Ann Arbor,,,,1332 Geddes Ave. 
1203,1516,Gilbert Court,Ann Arbor,ICC Co-op,,,1516 Gilbert Court
539,210,Glen Ave.,Ann Arbor,,42.28265,-83.735386,210 Glen Ave.
540,212,Glen Ave.,Ann Arbor,,42.282547,-83.735401,212 Glen Ave.
541,311,Glen Ave.,Ann Arbor,,42.283073,-83.735902,311 Glen Ave.
542,213,Glen Ave.,Ann Arbor,,42.282755,-83.735884,213 Glen Ave.
548,217,Glen Ave.,Ann Arbor,,42.283003,-83.735897,217 Glen Ave.
594,206,Glen Ave.,Ann Arbor,,42.28253,-83.735383,206 Glen Ave.
599,507,Glen Ave.,Ann Arbor,,42.283563,-83.736511,507 Glen Ave.
649,501,Glen Ave.,Ann Arbor,,42.283523,-83.736487,501 Glen Ave.
1205,216,Glen Ave.,Ann Arbor,,,,216 Glen Ave.
1206,218,Glen Ave.,Ann Arbor,,42.282532,-83.735369,218 Glen Ave.
1207,219,Glen Ave.,Ann Arbor,,,,219 Glen Ave.
1208,310,Glen Ave.,Ann Arbor,,,,310 Glen Ave.
1209,511,Glen Ave.,Ann Arbor,,,,511 Glen Ave.
2187,421,Glen Ave.,Ann Arbor,,,,421 Glen Ave.
2188,431,Glen Ave.,Ann Arbor,,,,431 Glen Ave.
1210,2132,Glencoe Hills Drive,Ann Arbor,,,,2132 Glencoe Hills Drive
1215,2738,Golfside Rd.,Ann Arbor,,,,2738 Golfside Rd.
1217,2769,Golfside Rd.,Ann Arbor,,,,2769 Golfside Rd.
1218,1007,Gott St.,Ann Arbor,,,,1007 Gott St.
1219,708,Gott St.,Ann Arbor,,,,708 Gott St.
1220,734,Gott St.,Ann Arbor,,,,734 Gott St.
1221,1126,Granger Ave.,Ann Arbor,,,,1126 Granger Ave.
2145,817,Granger Ave.,Ann Arbor,,,,817  Granger Ave.
1225,3565,Green Brier,Ann Arbor,,,,3565 Green Brier
1222,3548,Green Brier Blvd.,Ann Arbor,,,,3548 Green Brier Blvd.
1224,3582,Green Brier Blvd.,Ann Arbor,,,,3582 Green Brier Blvd.
2114,3605,Green Brier Blvd.,Ann Arbor,,,,3605 Green Brier Blvd.
283,818,Greene St.,Ann Arbor,,42.271273,-83.747918,818 Greene St.
284,816,Greene St.,Ann Arbor,,42.271183,-83.747884,816 Greene St.
285,819,Greene St.,Ann Arbor,,42.270702,-83.747494,819 Greene St.
286,823,Greene St.,Ann Arbor,,42.270677,-83.747493,823 Greene St.
287,834,Greene St.,Ann Arbor,,42.271291,-83.747538,834 Greene St.
591,809,Greene St.,Ann Arbor,,42.268351,-83.747469,809 Greene St.
622,908,Greene St.,Ann Arbor,,42.270028,-83.747851,908 Greene St.
623,808,Greene St.,Ann Arbor,,42.271549,-83.747751,808 Greene St.
664,1005,Greene St.,Ann Arbor,,42.270537,-83.746548,1005 Greene St.
694,910,Greene St.,Ann Arbor,,42.270129,-83.747566,910 Greene St.
726,915,Greene St.,Ann Arbor,,42.271469,-83.747516,915 Greene St.
1226,832,Greene St.,Ann Arbor,,,,832 Greene St.
1227,1021,Greene St.,Ann Arbor,,,,1021 Greene St.
1228,817,Greene St.,Ann Arbor,,,,817 Greene St.
1229,821,Greene St.,Ann Arbor,,42.270669,-83.74729,821 Greene St.
1230,828,Greene St.,Ann Arbor,,42.270981,-83.747811,828 Greene St.
1231,896,Greene St.,Ann Arbor,,,,896 Greene St.
1232,928,Greene St.,Ann Arbor,,,,928 Greene St.
1234,923,Greenwood  St.,Ann Arbor,,,,923 Greenwood  St.
1235,940,Greenwood  St.,Ann Arbor,,,,940 Greenwood  St.
1233,916,Greenwood St.,Ann Arbor,,,,916 Greenwood St.
1236,2415,Haisley Dr.,Ann Arbor,,,,2415 Haisley Dr.
673,422,Hamilton Place,Ann Arbor,,,,422 Hamilton Place
1237,406,Hamilton Place,Ann Arbor,,,,406 Hamilton Place
1238,408,Hamilton Place,Ann Arbor,,,,408 Hamilton Place
1239,417,Hamilton Place,Ann Arbor,,,,417 Hamilton Place
1240,419,Hamilton Place,Ann Arbor,,,,419 Hamilton Place
1241,425,Hamilton Place,Ann Arbor,,,,425 Hamilton Place
1242,426,Hamilton Place,Ann Arbor,,,,426 Hamilton Place
1247,3,Harvard Place,Ann Arbor,,42.276005,-83.721594,3 Harvard Place
668,730,Haven Ave.,Ann Arbor,,,,730 Haven Ave.
727,709,Haven Ave.,Ann Arbor,,,,709 Haven Ave.
1248,711,Haven Ave.,Ann Arbor,,42.276357,-83.739342,711 Haven Ave.
1249,722,Haven Ave.,Ann Arbor,,,,722 Haven Ave.
538,735,Haven Ave.,Ann Arbor,Alpha Phi Alpha - 1950-1954,42.276357,-83.739342,735 Haven Ave.
1250,21,Havner Square?,Ann Arbor,,,,21 Havner Square?
1254,2548,Hawks Rd.,Ann Arbor,,,,2548 Hawks Rd.
1255,5302,Hazel Vandenburg Co-op,Ann Arbor,,,,5302 Hazel Vandenburg Co-op
6,,Helen Newberry,Ann Arbor,dorm,,,Helen Newberry
1256,,Hickory St.,Ann Arbor,,42.272328,-83.702649,Hickory St.
642,418,High St.,Ann Arbor,,,,418 High St.
377,1330,Hill St.,Ann Arbor,,,,1330 Hill St.
378,139,Hill St.,Ann Arbor,,42.271964,-83.748124,139 Hill St.
379,1416,Hill St.,Ann Arbor,,,,1416 Hill St.
547,1108,Hill St.,Ann Arbor,,,,1108 Hill St.
595,149,Hill St.,Ann Arbor,,42.271897,-83.747563,149 Hill St.
636,1215,Hill St.,Ann Arbor,,,,1215 Hill St.
666,125,Hill St.,Ann Arbor,,,,125 Hill St.
669,425,Hill St.,Ann Arbor,,42.272158,-83.743532,425 Hill St.
683,503,Hill St.,Ann Arbor,,42.272127,-83.743287,503 Hill St.
690,420,Hill St.,Ann Arbor,,,,420 Hill St.
697,607,Hill St.,Ann Arbor,,42.272134,-83.741314,607 Hill St.
729,506,Hill St.,Ann Arbor,,,,506 Hill St.
730,507,Hill St.,Ann Arbor,,,,507 Hill St.
1259,1100,Hill St.,Ann Arbor,,,,1100 Hill St.
1260,114,Hill St.,Ann Arbor,,42.271691,-83.748131,114 Hill St.
1261,138,Hill St.,Ann Arbor,,,,138 Hill St.
1262,1701,Hill St.,Ann Arbor,,,,1701 Hill St.
1263,1705,Hill St.,Ann Arbor,,,,1705 Hill St.
1264,1910,Hill St.,Ann Arbor,,,,1910 Hill St.
1265,2017,Hill St.,Ann Arbor,,,,2017 Hill St.
1266,2101,Hill St.,Ann Arbor,,,,2101 Hill St.
1267,312,Hill St.,Ann Arbor,,,,312 Hill St.
1268,419,Hill St.,Ann Arbor,,,,419 Hill St.
1269,505,Hill St.,Ann Arbor,,,,505 Hill St.
1270,520,Hill St.,Ann Arbor,,,,520 Hill St.
1271,809,Hill St.,Ann Arbor,,,,809 Hill St.
480,144,Hill St.,Ann Arbor,Esther Dixon's House,42.271486,-83.747773,144 Hill St.
598,1702,Hill St.,Ann Arbor,"Kappa Alpha Psi house, 1955-?",,,1702 Hill St.
376,132,Hill St.,Ann Arbor,Levi Bates' House,42.271363,-83.748256,132 Hill St.
1257,607,Hill St. ,Ann Arbor,,,,607 Hill St. 
2030,809,Hill St. ,Ann Arbor,,,,809 Hill St. 
1778,1028,Hill St. ,Ann Arbor,Sigma Nu house,,,1028 Hill St. 
1275,200,Hinsdale House,Ann Arbor,,,,200 Hinsdale House
1276,203,Hinsdale House,Ann Arbor,,,,203 Hinsdale House
728,,Hinsdale House,Ann Arbor,Check dorm?,,,Hinsdale House
1279,715,Hiscock St.,Ann Arbor,,,,715 Hiscock St.
1280,605,Hoover  St.,Ann Arbor,,,,605 Hoover  St.
1281,115,Hoover St.,Ann Arbor,,,,115 Hoover St.
1282,121,Hoover St.,Ann Arbor,,42.269689,-83.748595,121 Hoover St.
1283,206,Hoover St.,Ann Arbor,,42.269519,-83.751355,206 Hoover St.
693,2151,Hubbard Rd.,Ann Arbor,,,,2151 Hubbard Rd.
715,1440,Hubbard Rd.,Ann Arbor,,,,1440 Hubbard Rd.
1289,1220,Hubbard Rd.,Ann Arbor,,,,1220 Hubbard Rd.
731,2005,Huron Parkway,Ann Arbor,,,,2005 Huron Parkway
1290,2009,Huron Parkway,Ann Arbor,,,,2009 Huron Parkway
1291,2025,Huron Parkway,Ann Arbor,,,,2025 Huron Parkway
1292,2000,Huron River Drive,Ann Arbor,,,,2000 Huron River Drive
732,,Huron St.,Ann Arbor,,42.281494,-83.741151,Huron St.
1294,30,Huron St.,Ann Arbor,,42.281439,-83.748862,30 Huron St.
2241,415,Huron St.,Ann Arbor,,,,415 Huron St.
1295,405,Huron Towers,Ann Arbor,,,,405A Huron Towers
2203,426,Ingalls St.,Ann Arbor,,,,426 Ingalls St.
792,18,Ingalls St.,Ann Arbor,check N Ingalls?,42.281328,-83.738445,18 Ingalls St.
718,1094,Island Drive CT.,Ann Arbor,,,,1094 Island Drive CT.
2181,1020,Island Drive CT.,Ann Arbor,,,,1020 Island Drive CT.
1299,1102,Island Drive CT. ,Ann Arbor,,,,1102 Island Drive CT. 
1305,1934,Jackson Ave.,Ann Arbor,,,,1934 Jackson Ave.
1306,1936,Jackson Ave.,Ann Arbor,,,,1936 Jackson Ave.
1307,2010,Jackson Place,Ann Arbor,,,,2010 Jackson Place
1308,2104,Jackson Place,Ann Arbor,,,,2104 Jackson Place
1310,1934,Jackson St.,Ann Arbor,,,,1934 Jackson St.
1311,12,Jefferson St.,Ann Arbor,,,,12 Jefferson St.
1312,21,Jefferson St.,Ann Arbor,,42.276052,-83.751257,21 Jefferson St.
1313,317,Jefferson St.,Ann Arbor,,,,317 Jefferson St.
1314,520,Jefferson St.,Ann Arbor,,,,520 Jefferson St.
719,1474,Jewett St.,Ann Arbor,,,,1474 Jewett St.
1317,313,John St.,Ann Arbor,,,,313 John St.
1318,333,John St.,Ann Arbor,,,,333 John St.
1319,1306,Joliet Place,Ann Arbor,,,,1306 Joliet Place
11,,Jordan,Ann Arbor,Jordan Hall /  Dorm,,,Jordan
1320,7800,Judd Road,Ann Arbor,,,,7800 Judd Road
2068,1110,Judson Ct.,Ann Arbor,,,,1110 Judson Ct.
1322,607,Kellogg,Ann Arbor,,,,607 Kellogg
1323,402,Kellogg,Ann Arbor,,,,402 Kellogg
1324,436,Kellogg,Ann Arbor,,,,436 Kellogg
1325,560,Kellogg,Ann Arbor,,,,560 Kellogg
1326,314,Kelsey,Ann Arbor,,,,B314 Kelsey
1329,1424,Kensington,Ann Arbor,,,,1424 Kensington
1330,1479,Kensington,Ann Arbor,,,,1479 Kensington
1331,1902,Kent St.,Ann Arbor,,,,1902 Kent St.
1332,723,Kingsley,Ann Arbor,,,,723 Kingsley
1334,808,Kingsley,Ann Arbor,,,,808 Kingsley
1333,802,Kingsley St.,Ann Arbor,,,,802 Kingsley St.
1335,809,Kingsley St.,Ann Arbor,,42.285249,-83.739353,809 Kingsley St.
717,320,Koch St.,Ann Arbor,,,,320 Koch St.
1337,112,Koch St.,Ann Arbor,,,,112 Koch St.
1338,1366,Kuehnle St.,Ann Arbor,,,,1366 Kuehnle St.
1340,1853,Lake Lila Drive,Ann Arbor,,,,1853 Lake Lila Drive
1341,1872,Lake Lila Drive,Ann Arbor,,,,1872 Lake Lila Drive
1342,1875,Lake Lila Drive,Ann Arbor,,,,1875 Lake Lila Drive
1343,1877,Lake Lila Drive,Ann Arbor,,,,1877 Lake Lila Drive
2171,1863,Lake Lila Drive,Ann Arbor,,,,1863 Lake Lila Drive
1345,,Lane Hall,Ann Arbor,,,,Lane Hall
692,415,Lawrence St.,Ann Arbor,,,,415 Lawrence St.
1347,508,Lawrence St.,Ann Arbor,,,,508 Lawrence St.
1349,707,Lawrence St.,Ann Arbor,,,,707 Lawrence St.
1350,712,Lawrence St.,Ann Arbor,,,,712 Lawrence St.
2128,418,Lawrence St.,Ann Arbor,,42.28359,-83.742842,418 Lawrence St.
2173,414,Lawrence St.,Ann Arbor,,,,414 Lawrence St.
1348,602,Lawrence St.,Ann Arbor,Vail House Cooperative 1961 - Present,,,602 Lawrence St.
17,,Lawyers Club,Ann Arbor,,42.274996,-83.739363,Lawyers Club
2092,1116,Lawyers Club,Ann Arbor,,,,1116 Lawyers Club
1353,2421,Ledyard St.,Ann Arbor,,,,2421 Ledyard St.
1354,411,Lenawee Drive,Ann Arbor,,,,411 Lenawee Drive
1355,608,Leona Dr.,Ann Arbor,,,,608 Leona Dr.
603,1102,Lincoln Ave.,Ann Arbor,,42.268637,-83.729832,1102 Lincoln Ave.
734,1020,Lincoln Ave.,Ann Arbor,,,,1020 Lincoln Ave.
1358,1011,Lincoln Ave.,Ann Arbor,,,,1011 Lincoln Ave.
1359,1104,Lincoln Ave.,Ann Arbor,,42.268618,-83.729875,1104 Lincoln Ave.
1360,800,Lincoln Ave.,Ann Arbor,,,,800 Lincoln Ave.
1361,914,Lincoln Ave.,Ann Arbor,,,,914 Lincoln Ave.
647,526,Linden St.,Ann Arbor,,,,526 Linden St.
736,1841,Linden St.,Ann Arbor,,,,1841 Linden St.
1363,1205,Linwood Ave.,Ann Arbor,,,,1205 Linwood Ave.
708,541,Longshore Drive,Ann Arbor,,,,541 Longshore Drive
737,509,Longshore Drive,Ann Arbor,,,,509 Longshore Drive
1380,533,Longshore Drive,Ann Arbor,,,,533 Longshore Drive
1381,537,Longshore Drive,Ann Arbor,,,,537 Longshore Drive
712,1922,Lorraine Place,Ann Arbor,,42.268927,-83.722326,1922 Lorraine Place
1384,523,Mack Rd,Ann Arbor,,,,523 Mack Rd
1386,700,Madison Pl.,Ann Arbor,,,,700 Madison Pl.
1390,17,Madison Pl.,Ann Arbor,,42.272819,-83.75964,17 Madison Pl.
1388,600,Madison St.,Ann Arbor,,,,600 Madison St.
1394,942,Maiden Lane,Ann Arbor,,42.289316,-83.737287,942 Maiden Lane
2202,945,Maiden Lane,Ann Arbor,,,,945 Maiden Lane
738,1101,Maiden Lane Ct.,Ann Arbor,,,,1101 Maiden Lane Ct.
1395,1102,Maiden Lane Ct.,Ann Arbor,,,,1102 Maiden Lane Ct.
1396,1105,Maiden Lane Ct.,Ann Arbor,,,,1105 Maiden Lane Ct.
1397,1110,Maiden Lane Ct.,Ann Arbor,,,,1110 Maiden Lane Ct.
1398,1118,Maiden Lane Ct.,Ann Arbor,,,,1118 Maiden Lane Ct.
1404,1013,Manor Drive,Ann Arbor,,,,1013 Manor Drive
1405,448,Manor Drive,Ann Arbor,,,,448 Manor Drive
20,,Martha Cook,Ann Arbor,dorm,,,Martha Cook
1406,1101,Martin Place,Ann Arbor,,,,1101 Martin Place
739,602,Mary Court,Ann Arbor,,,,602 Mary Court
9,,Mary Markley,Ann Arbor,dorm,42.281111,-83.728922,Mary Markley
9.1,,Mary Markley - Blagdon,Ann Arbor,dorm,,,Mary Markley - Blagdon
9.2,,Mary Markley - Elliot,Ann Arbor,dorm,,,Mary Markley - Elliot
9.3,,Mary Markley - Fisher,Ann Arbor,dorm,,,Mary Markley - Fisher
9.4,,Mary Markley - Little,Ann Arbor,dorm,,,Mary Markley - Little
9.5,,Mary Markley - Scott,Ann Arbor,dorm,,,Mary Markley - Scott
624,912,Mary St.,Ann Arbor,,42.270576,-83.742195,912 Mary St.
1407,43712,Mary St.,Ann Arbor,,,,437 1/2 Mary St.
1408,908,Mary St.,Ann Arbor,,,,908 Mary St.
1409,909,Mary St.,Ann Arbor,,,,909 Mary St.
702,400,Maynard St.,Ann Arbor,,,,400 Maynard St.
740,10,Maynard St.,Ann Arbor,,42.27803,-83.742012,10 Maynard St.
1411,322,Maynard St.,Ann Arbor,,42.278667,-83.742382,322 Maynard St.
1412,324,Maynard St.,Ann Arbor,,,,324 Maynard St.
1413,426,Maynard St.,Ann Arbor,,,,426 Maynard St.
1414,433,Maynard St.,Ann Arbor,,,,433 Maynard St.
1410,400,Maynard St. ,Ann Arbor,,,,400 Maynard St. 
682,1159,McIntyre St.,Ann Arbor,,,,1159 McIntyre St.
741,1415,McIntyre St.,Ann Arbor,,,,1415 McIntyre St.
742,1416,McIntyre St.,Ann Arbor,,,,1416 McIntyre St.
1415,1116,McIntyre St.,Ann Arbor,,,,1116 McIntyre St.
1416,1169,McIntyre St.,Ann Arbor,,,,1169 McIntyre St.
1417,1316,McIntyre St.,Ann Arbor,,,,1316 McIntyre St.
1418,1350,McIntyre St.,Ann Arbor,,,,1350 McIntyre St.
1419,1366,McIntyre St.,Ann Arbor,,,,1366 McIntyre St.
1420,1402,McIntyre St.,Ann Arbor,,,,1402 McIntyre St.
1421,1406,McIntyre St.,Ann Arbor,,,,1406 McIntyre St.
1422,1428,McIntyre St.,Ann Arbor,,,,1428 McIntyre St.
1423,1561,McIntyre St.,Ann Arbor,,,,1561 McIntyre St.
1424,1644,McIntyre St.,Ann Arbor,,,,1644 McIntyre St.
1425,1646,McIntyre St.,Ann Arbor,,,,1646 McIntyre St.
1426,1667,McIntyre St.,Ann Arbor,,,,1667 McIntyre St.
1427,1811,McIntyre St.,Ann Arbor,,,,1811 McIntyre St.
1428,1927,McIntyre St.,Ann Arbor,,,,1927 McIntyre St.
2093,1636,McIntyre St.,Ann Arbor,,,,1636 McIntyre St.
607,824,McKinley Ave.,Ann Arbor,,,,824 McKinley Ave.
743,874,McKinley Ave.,Ann Arbor,,,,874 McKinley Ave.
1429,827,McKinley Ave.,Ann Arbor,,,,827 McKinley Ave.
1430,1217,Meadowbrook Ave.,Ann Arbor,,,,1217 Meadowbrook Ave.
1432,1113,Michigan Ave.,Ann Arbor,,42.267197,-83.735036,1113 Michigan Ave.
1435,1110,Michigan Ave.,Ann Arbor,,,,1110 Michigan Ave.
1433,,Michigan League,Ann Arbor,,,,Michigan League
836,,Michigan Union,Ann Arbor,,,,Michigan Union
597,724,Miller Ave.,Ann Arbor,,42.285256,-83.756255,724 Miller Ave.
620,833,Miller Ave.,Ann Arbor,,,,833 Miller Ave.
634,108,Miller Ave.,Ann Arbor,,42.283296,-83.749612,108 Miller Ave.
648,801,Miller Ave.,Ann Arbor,,,,801 Miller Ave.
1436,2509,Miller Ave.,Ann Arbor,,,,2509 Miller Ave.
1437,2527,Miller Ave.,Ann Arbor,,,,2527 Miller Ave.
1438,2541,Miller Ave.,Ann Arbor,,,,2541 Miller Ave.
1439,57,Miller Ave.,Ann Arbor,,42.283283,-83.748958,57 Miller Ave.
1440,701,Miller Ave.,Ann Arbor,,,,701 Miller Ave.
1441,728,Miller Ave.,Ann Arbor,,,,728 Miller Ave.
2158,837,Miller Ave.,Ann Arbor,,,,837 Miller Ave.
677,627,Miner St.,Ann Arbor,,,,627 Miner St.
1442,1019,Miner St.,Ann Arbor,,,,1019 Miner St.
1443,1110,Miner St.,Ann Arbor,,,,1110 Miner St.
1444,512,Miner St.,Ann Arbor,,,,512 Miner St.
1445,611,Miner St.,Ann Arbor,,,,611 Miner St.
1446,615,Miner St.,Ann Arbor,,,,615 Miner St.
1447,621,Miner St.,Ann Arbor,,,,621 Miner St.
1448,916,Miner St.,Ann Arbor,,,,916 Miner St.
302,608,Monroe St.,Ann Arbor,,,,608 Monroe St.
633,1010,Monroe St.,Ann Arbor,,,,1010 Monroe St.
1449,1101,Monroe St.,Ann Arbor,,,,1101 Monroe St.
1450,514,Monroe St.,Ann Arbor,,,,514 Monroe St.
1451,6,Monroe St.,Ann Arbor,,42.273256,-83.740619,6 Monroe St.
1452,614,Monroe St.,Ann Arbor,,,,614 Monroe St.
1453,802,Monroe St.,Ann Arbor,,,,802 Monroe St.
1454,804,Monroe St.,Ann Arbor,,,,804 Monroe St.
1455,814,Monroe St.,Ann Arbor,,,,814 Monroe St.
1456,908,Monroe St.,Ann Arbor,,,,908 Monroe St.
1457,912,Monroe St.,Ann Arbor,,,,912 Monroe St.
1458,1514,Montclaire,Ann Arbor,,,,1514 Montclaire
1459,407,Montgomery St.,Ann Arbor,,,,407 Montgomery St.
1460,707,Moore St.,Ann Arbor,,,,707 Moore St.
1462,1217,Morningside Dr.,Ann Arbor,,,,1217 Morningside Dr.
10,,Mosher,Ann Arbor,dorm,42.257468,-83.719072,Mosher
301,207,Mosley St.,Ann Arbor,,,,207 Mosley St.
303,119,Mosley St.,Ann Arbor,,,,119 Mosley St.
293,1586,Murfin Ave.,Ann Arbor,,,,1586 Murfin Ave.
294,1634,Murfin Ave.,Ann Arbor,,,,1634 Murfin Ave.
295,1678,Murfin Ave.,Ann Arbor,,,,1678 Murfin Ave.
297,1700,Murfin Ave.,Ann Arbor,,,,1700 Murfin Ave.
298,1738,Murfin Ave.,Ann Arbor,,42.294661,-83.719167,1738 Murfin Ave.
1468,1585,Murfin Ave.,Ann Arbor,,,,1585 Murfin Ave.
1469,1643,Murfin Ave.,Ann Arbor,,,,1643 Murfin Ave.
1470,167812,Murfin Ave.,Ann Arbor,,,,1678-12 Murfin Ave.
1471,167826,Murfin Ave.,Ann Arbor,,,,1678-26 Murfin Ave.
1472,167813,Murfin Ave.,Ann Arbor,,,,167813 Murfin Ave.
1474,1700,Murfin Ct,Ann Arbor,check,,,1700 Murfin Ct
1473,1800,Murfin Ct.,Ann Arbor,check,,,1800 Murfin Ct.
2094,236,Murray St.,Ann Arbor,,,,236 Murray St.
1475,206,N. 14th St.,Ann Arbor,,,,206 N. 14th St.
1476,439,N. Ashley St.,Ann Arbor,,,,439 N. Ashley St.
1477,1111,N. Blackstone,Ann Arbor,,,,1111 N. Blackstone
1478,126,N. Division St.,Ann Arbor,,42.282142,-83.743246,126 N. Division St.
1479,218,N. Division St.,Ann Arbor,,,,218 N. Division St.
1480,303,N. Division St.,Ann Arbor,,,,303 N. Division St.
1481,418,N. Division St.,Ann Arbor,,,,418 N. Division St.
