AddressCodeID,HouseNumber,StreetDorm,City,AddressNote,Longitude,Lattitude,FullAdress
1482,538,N. Division St.,Ann Arbor,,,,538 N. Division St.
72,702,N. Fifth Ave.,Ann Arbor,,42.286755,-83.745118,702 N. Fifth Ave.
299,212,N. Fifth Ave.,Ann Arbor,,42.282684,-83.745693,212 N. Fifth Ave.
305,215,N. Fifth Ave.,Ann Arbor,,42.282796,-83.746315,215 N. Fifth Ave.
306,501,N. Fifth Ave.,Ann Arbor,,42.284971,-83.746096,501 N. Fifth Ave.
307,502,N. Fifth Ave.,Ann Arbor,,42.284963,-83.745606,502 N. Fifth Ave.
621,511,N. Fifth Ave.,Ann Arbor,,42.285242,-83.746288,511 N. Fifth Ave.
630,520,N. Fifth Ave.,Ann Arbor,,42.285574,-83.745519,520 N. Fifth Ave.
640,504,N. Fifth Ave.,Ann Arbor,,42.285088,-83.745593,504 N. Fifth Ave.
641,518,N. Fifth Ave.,Ann Arbor,,42.285462,-83.745511,518 N. Fifth Ave.
667,616,N. Fifth Ave.,Ann Arbor,,42.286514,-83.745257,616 N. Fifth Ave.
670,530,N. Fifth Ave.,Ann Arbor,,42.285908,-83.74554,530 N. Fifth Ave.
671,709,N. Fifth Ave.,Ann Arbor,,42.287201,-83.745656,709 N. Fifth Ave.
700,609,N. Fifth Ave.,Ann Arbor,,42.286489,-83.746106,609 N. Fifth Ave.
714,507,N. Fifth Ave.,Ann Arbor,,,,507 N. Fifth Ave.
1483,161,N. Fifth Ave.,Ann Arbor,,,,161 N. Fifth Ave.
1484,204,N. Fifth Ave.,Ann Arbor,,42.282569,-83.745786,204 N. Fifth Ave.
1485,505,N. Fifth Ave.,Ann Arbor,,,,505 N. Fifth Ave.
1486,514,N. Fifth Ave.,Ann Arbor,,42.285354,-83.745686,514 N. Fifth Ave.
1488,521,N. Fifth Ave.,Ann Arbor,,42.28566,-83.746059,521 N. Fifth Ave.
1489,526,N. Fifth Ave.,Ann Arbor,,42.285745,-83.745329,526 N. Fifth Ave.
1490,603,N. Fifth Ave.,Ann Arbor,,42.286203,-83.746128,603 N. Fifth Ave.
1491,605,N. Fifth Ave.,Ann Arbor,,,,605 N. Fifth Ave.
1492,613,N. Fifth Ave.,Ann Arbor,,42.286629,-83.74598,613 N. Fifth Ave.
1493,645,N. Fifth Ave.,Ann Arbor,,42.287026,-83.747107,645 N. Fifth Ave.
1494,721,N. Fifth Ave.,Ann Arbor,,,,721 N. Fifth Ave.
619,502,N. Fifth St.,Ann Arbor,,42.284873,-83.745676,502 N. Fifth St.
701,212,N. Fifth St.,Ann Arbor,,42.282694,-83.74573,212 N. Fifth St.
1495,504,N. Fifth St.,Ann Arbor,,42.284873,-83.745676,504 N. Fifth St.
618,217,N. First St.,Ann Arbor,,42.283072,-83.751153,217 N. First St.
549,611,N. Fourth Ave.,Ann Arbor,,42.285958,-83.746854,611 N. Fourth Ave.
646,645,N. Fourth Ave.,Ann Arbor,,42.286841,-83.747152,645 N. Fourth Ave.
672,718,N. Fourth Ave.,Ann Arbor,,42.28749,-83.745938,718 N. Fourth Ave.
698,635,N. Fourth Ave.,Ann Arbor,,42.286017,-83.746999,635 N. Fourth Ave.
699,652,N. Fourth Ave.,Ann Arbor,,,,652 N. Fourth Ave.
716,504,N. Fourth Ave.,Ann Arbor,,42.285134,-83.747053,504 N. Fourth Ave.
745,110,N. Fourth Ave.,Ann Arbor,,,,110 N. Fourth Ave.
746,616,N. Fourth Ave.,Ann Arbor,,,,616 N. Fourth Ave.
757,617,N. Fourth Ave.,Ann Arbor,,42.285971,-83.747379,617 N. Fourth Ave.
1487,519,N. Fourth Ave.,Ann Arbor,,42.2852,-83.747049,519 N. Fourth Ave.
1498,320,N. Fourth Ave.,Ann Arbor,,,,320 N. Fourth Ave.
1499,409,N. Fourth Ave.,Ann Arbor,,,,409 N. Fourth Ave.
1500,420,N. Fourth Ave.,Ann Arbor,,,,420 N. Fourth Ave.
1501,508,N. Fourth Ave.,Ann Arbor,,42.285214,-83.746782,508 N. Fourth Ave.
1502,511,N. Fourth Ave.,Ann Arbor,,,,511 N. Fourth Ave.
1504,625,N. Fourth Ave.,Ann Arbor,,42.286199,-83.74736,625 N. Fourth Ave.
1505,637,N. Fourth Ave.,Ann Arbor,,,,637 N. Fourth Ave.
1510,720,N. Fourth Ave.,Ann Arbor,,,,720 N. Fourth Ave.
1511,503,N. Fourth Ave.,Ann Arbor,,,,503 N. Fourth Ave.
1513,714,N. Fourth Ave.,Ann Arbor,,,,714 N. Fourth Ave.
2234,712,N. Fourth Ave.,Ann Arbor,,,,712 N. Fourth Ave.
2244,212,N. Fourth Ave.,Ann Arbor,,,,212 N. Fourth Ave.
1104,211,N. Fourth Ave.,Ann Arbor,Dunbar Civic League,,,211 N. Fourth Ave.
1506,635,N. Fourth St.,Ann Arbor,,42.28667,-83.74676,635 N. Fourth St.
1507,645,N. Fourth St.,Ann Arbor,,,,645 N. Fourth St.
1508,646,N. Fourth St.,Ann Arbor,,42.286963,-83.746417,646 N. Fourth St.
616,426,N. Ingalls St.,Ann Arbor,,42.28493,-83.738108,426 N. Ingalls St.
791,114,N. Ingalls St.,Ann Arbor,,42.281814,-83.738107,114 N. Ingalls St.
1514,2460,N. LaSalle,Ann Arbor,,,,2460 N. LaSalle
617,724,N. Main St.,Ann Arbor,,,,724 N. Main St.
637,5312,N. Main St.,Ann Arbor,,42.2796,-83.7487,53 1/2 N. Main St.
689,1315,N. Main St.,Ann Arbor,,42.296698,-83.746772,1315 N. Main St.
710,718,N. Main St.,Ann Arbor,,,,718 N. Main St.
758,733,N. Main St.,Ann Arbor,,,,733 N. Main St.
1515,17,N. Main St.,Ann Arbor,,,,017 N. Main St.
1516,120,N. Main St.,Ann Arbor,,42.281522,-83.748495,120 N. Main St.
1517,1350,N. Main St.,Ann Arbor,,,,1350 N. Main St.
1518,21112,N. Main St.,Ann Arbor,,,,211 1/2 N. Main St.
1519,220,N. Main St.,Ann Arbor,,,,220 N. Main St.
1520,23,N. Main St.,Ann Arbor,,,,23 N. Main St.
1521,614,N. Main St.,Ann Arbor,,,,614 N. Main St.
1522,707,N. Main St.,Ann Arbor,,,,707 N. Main St.
1524,514,N. Seventh St.,Ann Arbor,,,,514 N. Seventh St.
614,301,N. State St.,Ann Arbor,,,,301 N. State St.
632,200,N. State St.,Ann Arbor,,42.28229,-83.740654,200 N. State St.
759,403,N. State St.,Ann Arbor,,,,403 N. State St.
1526,123,N. State St.,Ann Arbor,,,,123 N. State St.
1527,216,N. State St.,Ann Arbor,,,,216 N. State St.
1528,4,N. State St.,Ann Arbor,,42.281231,-83.740905,4 N. State St.
1529,410,N. State St.,Ann Arbor,,,,410 N. State St.
1530,411,N. State St.,Ann Arbor,,42.28422,-83.74142,411 N. State St.
1531,502,N. State St.,Ann Arbor,,,,502 N. State St.
1532,506,N. State St.,Ann Arbor,,,,506 N. State St.
1533,20912,N. State St.,Ann Arbor,,,,209 1/2 N. State St.
2143,545,N. State St.,Ann Arbor,,,,545 N. State St.
724,315,N. State St.,Ann Arbor,Michigan House Cooperative 1947 - Present,,,315 N. State St.
651,214,N. Thayer St.,Ann Arbor,,,,214 N. Thayer St.
760,119,N. Thayer St.,Ann Arbor,,42.281881,-83.740002,119 N. Thayer St.
1534,110,N. Thayer St.,Ann Arbor,,42.281624,-83.739442,110 N. Thayer St.
1535,205,N. Thayer St.,Ann Arbor,,,,205 N. Thayer St.
1536,217,N. Thayer St.,Ann Arbor,,,,217 N. Thayer St.
1538,317,N. Thayer St.,Ann Arbor,,42.283648,-83.74005,317 N. Thayer St.
1539,321,N. Thayer St.,Ann Arbor,,,,321 N. Thayer St.
1540,213,N. Thayer St.,Ann Arbor,,,,213 N. Thayer St.
2195,209,N. Thayer St.,Ann Arbor,,,,209 N. Thayer St.
761,412,N. Thayer St.,Ann Arbor,check if north,,,412 N. Thayer St.
1537,312,N. Thayer St.,Ann Arbor,check if north,,,312 N. Thayer St.
762,919,N. University Ave.,Ann Arbor,,,,919 N. University Ave.
1541,1017,N. University Ave.,Ann Arbor,,,,1017 N. University Ave.
1542,1330,N. University Ave.,Ann Arbor,,,,1330 N. University Ave.
1543,1340,N. University Ave.,Ann Arbor,,,,1340 N. University Ave.
1544,925,N. University Ave.,Ann Arbor,,42.278766,-83.736154,925 N. University Ave.
1545,1324,N. University Ave.,Ann Arbor,,,,1324 N. University Ave.
610,,New WRH,Ann Arbor,Alice Lloyd Dorm,,,New WRH
1548,1200,Newport Road,Ann Arbor,,,,1200 Newport Road
676,1139,Nielsen Court,Ann Arbor,,,,1139 Nielsen Court
763,1131,Nielsen Court,Ann Arbor,,,,1131 Nielsen Court
764,1125,Nielsen Court,Ann Arbor,,,,1125 Nielsen Court
765,1144,Nielsen Court,Ann Arbor,,42.29064,-83.734138,1144 Nielsen Court
1549,1114,Nielsen Court,Ann Arbor,,,,1114 Nielsen Court
1550,1118,Nielsen Court,Ann Arbor,,,,1118 Nielsen Court
1551,1120,Nielsen Court,Ann Arbor,,,,1120 Nielsen Court
1552,1127,Nielsen Court,Ann Arbor,,,,1127 Nielsen Court
1553,1128,Nielsen Court,Ann Arbor,,,,1128 Nielsen Court
1554,1142,Nielsen Court,Ann Arbor,,,,1142 Nielsen Court
1555,1143,Nielsen Court,Ann Arbor,,,,1143 Nielsen Court
1556,409,Nob Hill Place,Ann Arbor,,,,409 Nob Hill Place
1557,2030,Norfolk Ave.,Ann Arbor,,,,2030 Norfolk Ave.
18,2017,Northwood Apts.,Ann Arbor,,,,2017A Northwood Apts.
18.1,1654,Northwood Apts.,Ann Arbor,,,,1654 Northwood Apts.
18.2,1821,Northwood Apts.,Ann Arbor,,,,1821 Northwood Apts.
2131,,Northwood Apts.,Ann Arbor,,42.298877,-83.716202,Northwood Apts.
1561,,nw corner 14th and Washington,Ann Arbor,Mrs. Emily Jones,,,nw corner 14th and Washington
509,1130,Oakland Ave.,Ann Arbor,,,,1130 Oakland Ave.
511,1110,Oakland Ave.,Ann Arbor,,,,1110 Oakland Ave.
512,802,Oakland Ave.,Ann Arbor,,,,802 Oakland Ave.
513,911,Oakland Ave.,Ann Arbor,,,,911 Oakland Ave.
514,912,Oakland Ave.,Ann Arbor,,,,912 Oakland Ave.
515,915,Oakland Ave.,Ann Arbor,,42.270834,-83.738126,915 Oakland Ave.
654,1000,Oakland Ave.,Ann Arbor,,42.269941,-83.737663,1000 Oakland Ave.
1563,1001,Oakland Ave.,Ann Arbor,,42.270526,-83.737673,1001 Oakland Ave.
1564,1030,Oakland Ave.,Ann Arbor,,,,1030 Oakland Ave.
1565,1208,Oakland Ave.,Ann Arbor,,,,1208 Oakland Ave.
1566,723,Oakland Ave.,Ann Arbor,,,,723 Oakland Ave.
1567,727,Oakland Ave.,Ann Arbor,,,,727 Oakland Ave.
1568,91,Oakland Ave.,Ann Arbor,,,,91 Oakland Ave.
2194,905,Oakland Ave.,Ann Arbor,,,,905 Oakland Ave.
2006,900,Oakland Ave.,Ann Arbor,Lester House Coop,,,900 Oakland Ave.
510,1102,Oakland Ave.,Ann Arbor,Lester House Cooperative 1943 - 1952,42.27005,-83.735434,1102 Oakland Ave.
638,1017,Oakland Ave.,Ann Arbor,Owen House Cooperative 1944 - Present,42.270476,-83.737295,1017 Oakland Ave.
1572,3550,Oakwood St.,Ann Arbor,,,,3550 Oakwood St.
1574,402,Observatory St.,Ann Arbor,,42.278276,-83.731135,402 Observatory St.
1575,911,Olivia St.,Ann Arbor,,,,911 Olivia St.
1576,6622,Orange Lane,Ann Arbor,,,,6622 Orange Lane
1579,1922,Orchard St.,Ann Arbor,Ann Arbor?,,,1922 Orchard St.
1578,1822,Orchard St. ,Ann Arbor,Ann Arbor?,,,1822 Orchard St. 
1582,605,Oswego St.,Ann Arbor,,,,605 Oswego St.
12,,Oxford Housing,Ann Arbor,,42.274489,-83.726054,Oxford Housing
12.1,,Oxford Housing - Cheever,Ann Arbor,dorm,,,Oxford Housing - Cheever
12.2,,Oxford Housing - Emmanuel,Ann Arbor,dorm,,,Oxford Housing - Emmanuel
12.3,,Oxford Housing - Goddard,Ann Arbor,dorm,,,Oxford Housing - Goddard
12.4,,Oxford Housing - Seeley,Ann Arbor,dorm,,,Oxford Housing - Seeley
12.5,,Oxford Housing - Vandenburg,Ann Arbor,dorm,,,Oxford Housing - Vandenburg
517,623,Oxford Rd.,Ann Arbor,,42.274443,-83.726052,623 Oxford Rd.
519,627,Oxford Rd.,Ann Arbor,,,,627 Oxford Rd.
679,,Oxford Rd.,Ann Arbor,,,,Oxford Rd.
1587,603,Oxford Rd.,Ann Arbor,,,,603 Oxford Rd.
1588,613,Oxford Rd.,Ann Arbor,,,,613 Oxford Rd.
1589,621,Oxford Rd.,Ann Arbor,,,,621 Oxford Rd.
1590,632,Oxford Rd.,Ann Arbor,,,,632 Oxford Rd.
1591,633,Oxford Rd.,Ann Arbor,,,,633 Oxford Rd.
1593,707,Oxford Rd.,Ann Arbor,,,,707 Oxford Rd.
2224,3328,Oxford Rd.,Ann Arbor,,,,3328 Oxford Rd.
516,640,Oxford Rd.,Ann Arbor,Rochdale Cooperative House 1937 - 1945,42.273794,-83.72688,640 Oxford Rd.
1594,,P-Lloyd,Ann Arbor,,,,P-Lloyd
481,630,Packard St.,Ann Arbor,,,,630 Packard St.
482,731,Packard St.,Ann Arbor,,,,731 Packard St.
483,736,Packard St.,Ann Arbor,,,,736 Packard St.
484,811,Packard St.,Ann Arbor,,,,811 Packard St.
485,906,Packard St.,Ann Arbor,,42.245163,-83.671121,906 Packard St.
529,1003,Packard St.,Ann Arbor,,,,1003 Packard St.
530,1005,Packard St.,Ann Arbor,,,,1005 Packard St.
531,1025,Packard St.,Ann Arbor,,,,1025 Packard St.
532,1214,Packard St.,Ann Arbor,,42.245145,-83.670717,1214 Packard St.
533,307,Packard St.,Ann Arbor,,,,307 Packard St.
534,323,Packard St.,Ann Arbor,,,,323 Packard St.
535,406,Packard St.,Ann Arbor,,,,406 Packard St.
536,512,Packard St.,Ann Arbor,,,,512 Packard St.
537,520,Packard St.,Ann Arbor,,42.272538,-83.743024,520 Packard St.
625,535,Packard St.,Ann Arbor,,,,535 Packard St.
655,626,Packard St.,Ann Arbor,,,,626 Packard St.
678,528,Packard St.,Ann Arbor,,42.272671,-83.742517,528 Packard St.
687,526,Packard St.,Ann Arbor,,,,526 Packard St.
1596,1,Packard St.,Ann Arbor,,42.276829,-83.748751,1 Packard St.
1597,1015,Packard St.,Ann Arbor,,,,1015 Packard St.
1598,1306,Packard St.,Ann Arbor,,,,1306 Packard St.
1599,1310,Packard St.,Ann Arbor,,,,1310 Packard St.
1600,1531,Packard St.,Ann Arbor,,,,1531 Packard St.
1601,18,Packard St.,Ann Arbor,,,,18 Packard St.
1602,2208,Packard St.,Ann Arbor,,,,2208 Packard St.
1603,335,Packard St.,Ann Arbor,,,,335 Packard St.
1604,420,Packard St.,Ann Arbor,,,,420 Packard St.
1605,430,Packard St.,Ann Arbor,,,,430 Packard St.
1606,4881,Packard St.,Ann Arbor,,,,4881 Packard St.
1607,549,Packard St.,Ann Arbor,,,,549 Packard St.
1608,555,Packard St.,Ann Arbor,,,,555 Packard St.
1609,565,Packard St.,Ann Arbor,,,,565 Packard St.
1610,606,Packard St.,Ann Arbor,,,,606 Packard St.
1611,617,Packard St.,Ann Arbor,,42.271496,-83.74101,617 Packard St.
1612,727,Packard St.,Ann Arbor,,,,727 Packard St.
1613,802,Packard St.,Ann Arbor,,,,802 Packard St.
1614,914,Packard St.,Ann Arbor,,42.245162,-83.67111,914 Packard St.
2010,308,Packard St.,Ann Arbor,,,,308 Packard St.
2102,523,Packard St.,Ann Arbor,,,,523 Packard St.
2157,917,Packard St.,Ann Arbor,,,,917 Packard St.
2184,734,Packard St.,Ann Arbor,,,,734 Packard St.
486,119,Park Terrace,Ann Arbor,,42.270711,-83.736918,119 Park Terrace
1616,4212,Parker House,Ann Arbor,,,,4212 Parker House
1618,2214,Parkwood Ave.,Ann Arbor,,,,2214 Parkwood Ave.
1619,2334,Parkwood Ave.,Ann Arbor,,,,2334 Parkwood Ave.
2081,2385,Parkwood Ave.,Ann Arbor,,,,2385 Parkwood Ave.
490,136,Pasadena,Ann Arbor,zz,,,136 Pasadena
1621,1815,Pauline Blvd.,Ann Arbor,,,,1815 Pauline Blvd.
1622,1905,Pauline Blvd.,Ann Arbor,,,,1905 Pauline Blvd.
1623,2016,Pauline Blvd.,Ann Arbor,,,,2016 Pauline Blvd.
1624,2022,Pauline Blvd.,Ann Arbor,,,,2022 Pauline Blvd.
1625,2026,Pauline Blvd.,Ann Arbor,,,,2026 Pauline Blvd.
1626,2052,Pauline Blvd.,Ann Arbor,,,,2052 Pauline Blvd.
1627,2078,Pauline Blvd.,Ann Arbor,,,,2078 Pauline Blvd.
1628,2100,Pauline Blvd.,Ann Arbor,,,,2100 Pauline Blvd.
1629,2922,Pauline Blvd.,Ann Arbor,,,,2922 Pauline Blvd.
487,1616,Peach St.,Ann Arbor,,,,1616 Peach St.
1630,1615,Peach St.,Ann Arbor,,,,1615 Peach St.
1631,1411,Pear St.,Ann Arbor,,,,1411 Pear St.
1632,1440,Pear St.,Ann Arbor,,,,1440 Pear St.
488,1440,Pear St. ,Ann Arbor,,,,1440 Pear St. 
1637,,Phi Rho Sigma,Ann Arbor,zz,,,Phi Rho Sigma
2246,136,Phillip St.,Ann Arbor,,,,136 Phillip St.
1638,146,Phillip St.,Ann Arbor,check,42.269485,-83.747707,146 Phillip St.
491,1511,Pine Valley Blvd.,Ann Arbor,,,,1511 Pine Valley Blvd.
1641,1523,Pine Valley Blvd.,Ann Arbor,,,,1523 Pine Valley Blvd.
1644,2843,Pittsfield  Blvd.,Ann Arbor,,,,2843 Pittsfield  Blvd.
1645,2641,Pittsfield Blvd.,Ann Arbor,,,,2641 Pittsfield Blvd.
1646,2845,Pittsfield Blvd.,Ann Arbor,,,,2845 Pittsfield Blvd.
1647,809,Plum St.,Ann Arbor,,,,809 Plum St.
1648,821,Plum St.,Ann Arbor,,,,821 Plum St.
1649,1516,Plymouth Rd.,Ann Arbor,,,,1516 Plymouth Rd.
1650,8060,Pontiac Lake Rd.,Ann Arbor,,,,8060 Pontiac Lake Rd.
1651,1817,Pontiac Trail,Ann Arbor,,,,1817 Pontiac Trail
1681,921,Pontiac Trail,Ann Arbor,,,,921 Pontiac Trail
1655,1061,Prospect Ave.,Ann Arbor,Toledo OH,,,1061 Prospect Ave.
492,1109,Prospect Road,Ann Arbor,,,,1109 Prospect Road
493,1225,Prospect Road,Ann Arbor,,,,1225 Prospect Road
1654,1107,Prospect St.,Ann Arbor,,42.268764,-83.735135,1107 Prospect St.
1656,122,Reynolds St.,Ann Arbor,,42.2682,-83.7312,122 Reynolds St.
1660,206,Rockingham Toledo,Ann Arbor,,,,206 Rockingham Toledo
1662,236,S. 12th St.,Ann Arbor,,42.27919,-83.737522,236 S. 12th St.
30,301,S. 14th St.,Ann Arbor,,42.281915,-83.734505,301 S. 14th St.
1664,119,S. 14th St.,Ann Arbor,,,,119 S. 14th St.
1665,209,S. 14th St.,Ann Arbor,,,,209 S. 14th St.
1666,211,S. 14th St.,Ann Arbor,,,,211 S. 14th St.
494,622,S. Ashley St.,Ann Arbor,,42.273284,-83.750387,622 S. Ashley St.
1667,407,S. Ashley St.,Ann Arbor,,,,407 S. Ashley St.
1668,2520,S. Beatrice,Ann Arbor,,,,2520 S. Beatrice
495,315,S. Division St.,Ann Arbor,,,,315 S. Division St.
496,327,S. Division St.,Ann Arbor,,,,327 S. Division St.
497,340,S. Division St.,Ann Arbor,,,,340 S. Division St.
498,344,S. Division St.,Ann Arbor,,,,344 S. Division St.
499,425,S. Division St.,Ann Arbor,,,,425 S. Division St.
500,508,S. Division St.,Ann Arbor,,,,508 S. Division St.
501,525,S. Division St.,Ann Arbor,,,,525 S. Division St.
502,725,S. Division St.,Ann Arbor,,,,725 S. Division St.
503,915,S. Division St.,Ann Arbor,,,,915 S. Division St.
1670,28,S. Division St.,Ann Arbor,,42.273922,-83.744339,28 S. Division St.
1671,322,S. Division St.,Ann Arbor,,,,322 S. Division St.
1672,335,S. Division St.,Ann Arbor,,,,335 S. Division St.
1673,336,S. Division St.,Ann Arbor,,,,336 S. Division St.
1674,426,S. Division St.,Ann Arbor,,,,426 S. Division St.
1675,429,S. Division St.,Ann Arbor,,,,429 S. Division St.
1676,439,S. Division St.,Ann Arbor,,42.276481,-83.743914,439 S. Division St.
1677,509,S. Division St.,Ann Arbor,,,,509 S. Division St.
1679,622,S. Division St.,Ann Arbor,,,,622 S. Division St.
1680,807,S. Division St.,Ann Arbor,,,,807 S. Division St.
1685,414,S. Division St.,Ann Arbor,,,,414 S. Division St.
1686,443,S. Division St.,Ann Arbor,,,,443 S. Division St.
1688,543,S. Division St.,Ann Arbor,,,,543 S. Division St.
1678.1,545,S. Division St.,Ann Arbor,,,,545 S. Division St.
2084,921,S. Division St.,Ann Arbor,,,,921 S. Division St.
2108,910,S. Division St.,Ann Arbor,,,,910 S. Division St.
602,609,S. Fifth Ave.,Ann Arbor,,,,609 S. Fifth Ave.
1689,303,S. Fifth Ave.,Ann Arbor,,,,303 S. Fifth Ave.
1690,304,S. Fifth Ave.,Ann Arbor,,42.279468,-83.74615,304 S. Fifth Ave.
1691,507,S. Fifth Ave.,Ann Arbor,,,,507 S. Fifth Ave.
2107,548,S. Fifth Ave.,Ann Arbor,,,,548 S. Fifth Ave.
2164,350,S. Fifth Ave.,Ann Arbor,,,,350 S. Fifth Ave.
2205,332,S. Fifth Ave.,Ann Arbor,,,,332 S. Fifth Ave.
766,441,S. First St.,Ann Arbor,,42.276635,-83.750652,441 S. First St.
768,815,S. First St.,Ann Arbor,,,,815 S. First St.
600,1001,S. Forest  Ave.,Ann Arbor,,,,1001 S. Forest  Ave.
2191,441,S. Forest  Ave.,Ann Arbor,,,,441 S. Forest  Ave.
582,620,S. Forest Ave.,Ann Arbor,,,,620 S. Forest Ave.
720,514,S. Forest Ave.,Ann Arbor,,42.275935,-83.733529,514 S. Forest Ave.
1158,206,S. Forest Ave.,Ann Arbor,,42.282452,-83.733534,206 S. Forest Ave.
1163,1004,S. Forest Ave.,Ann Arbor,,,,1004 S. Forest Ave.
1165,612,S. Forest Ave.,Ann Arbor,,,,612 S. Forest Ave.
1697,621,S. Forest Ave.,Ann Arbor,,42.274515,-83.732777,621 S. Forest Ave.
2111,721,S. Forest Ave.,Ann Arbor,,,,721 S. Forest Ave.
1696,610,S. Forest. Ave,Ann Arbor,,,,610 S. Forest. Ave
675,816,S. Forest. Ave.,Ann Arbor,,,,816 S. Forest. Ave.
705,917,S. Forest. Ave.,Ann Arbor,,,,917 S. Forest. Ave.
711,100,S. Forest. Ave.,Ann Arbor,,,,100 S. Forest. Ave.
767,1302,S. Forest. Ave.,Ann Arbor,,,,1302 S. Forest. Ave.
769,933,S. Forest. Ave.,Ann Arbor,,,,933 S. Forest. Ave.
1692,413,S. Forest. Ave.,Ann Arbor,,,,413 S. Forest. Ave.
1693,526,S. Forest. Ave.,Ann Arbor,,,,526 S. Forest. Ave.
1694,531,S. Forest. Ave.,Ann Arbor,,,,531 S. Forest. Ave.
1695,546,S. Forest. Ave.,Ann Arbor,,,,546 S. Forest. Ave.
1698,701,S. Forest. Ave.,Ann Arbor,,,,701 S. Forest. Ave.
1699,912,S. Forest. Ave.,Ann Arbor,,,,912 S. Forest. Ave.
1700,921,S. Forest. Ave.,Ann Arbor,,,,921 S. Forest. Ave.
1701,923,S. Forest. Ave.,Ann Arbor,,,,923 S. Forest. Ave.
1702,1023,S. Forest. Ave.,Ann Arbor,,,,1023 S. Forest. Ave.
613,536,S. Forest. Ave.,Ann Arbor,University Towers,,,536 S. Forest. Ave.
662,537,S. Fourth Ave.,Ann Arbor,,,,537 S. Fourth Ave.
770,343,S. Fourth Ave.,Ann Arbor,,,,343 S. Fourth Ave.
771,517,S. Fourth Ave.,Ann Arbor,,,,517 S. Fourth Ave.
1703,524,S. Fourth Ave.,Ann Arbor,,,,524 S. Fourth Ave.
1704,916,S. Fourth Ave.,Ann Arbor,,,,916 S. Fourth Ave.
1176,47,S. Fourth St.,Ann Arbor,,42.281544,-83.747283,47 S. Fourth St.
1705,517,S. Fourth St.,Ann Arbor,,,,517 S. Fourth St.
2155,527,S. Fourth St.,Ann Arbor,,,,527 S. Fourth St.
635,214,S. Ingalls St.,Ann Arbor,,42.282704,-83.738338,214 S. Ingalls St.
686,219,S. Ingalls St.,Ann Arbor,,42.282838,-83.738756,219 S. Ingalls St.
772,211,S. Ingalls St.,Ann Arbor,,42.265536,-83.7312,211 S. Ingalls St.
794,227,S. Ingalls St.,Ann Arbor,,42.279531,-83.737739,227 S. Ingalls St.
1710,3310,S. Liddesdale,Ann Arbor,,,,3310 S. Liddesdale
685,723,S. Main St.,Ann Arbor,,,,723 S. Main St.
691,817,S. Main St.,Ann Arbor,,,,817 S. Main St.
773,1042,S. Main St.,Ann Arbor,,,,1042 S. Main St.
774,921,S. Main St.,Ann Arbor,,,,921 S. Main St.
1401,1038,S. Main St.,Ann Arbor,,,,1038 S. Main St.
1714,1040,S. Main St.,Ann Arbor,,,,1040 S. Main St.
1715,728,S. Main St.,Ann Arbor,,,,728 S. Main St.
1718,2223,S. Main St.,Ann Arbor,,,,2223 S. Main St.
1719,512,S. Main St.,Ann Arbor,,,,512 S. Main St.
1721,810,S. Main St.,Ann Arbor,,,,810 S. Main St.
1722,815,S. Main St.,Ann Arbor,,,,815 S. Main St.
1723,820,S. Main St.,Ann Arbor,,,,820 S. Main St.
2239,1043,S. Main St.,Ann Arbor,,,,1043 S. Main St.
1399,1023,S. Main St. ,Ann Arbor,,,,1023 S. Main St. 
1711,1036,S. Main St. ,Ann Arbor,,,,1036 S. Main St. 
1713,826,S. Main St. ,Ann Arbor,,,,826 S. Main St. 
1724,1315,S. Maple Rd.,Ann Arbor,,,,1315 S. Maple Rd.
1725,4218,S. Maple Rd.,Ann Arbor,,,,4218 S. Maple Rd.
1727,725,S. Seventh St.,Ann Arbor,,,,725 S. Seventh St.
380,1111,S. State St.,Ann Arbor,,,,1111 S. State St.
544,1309,S. State St.,Ann Arbor,,42.265168,-83.740136,1309 S. State St.
606,420,S. State St.,Ann Arbor,,42.220944,-83.734908,420 S. State St.
608,815,S. State St.,Ann Arbor,,42.272094,-83.740634,815 S. State St.
628,720,S. State St.,Ann Arbor,,,,720 S. State St.
631,512,S. State St.,Ann Arbor,,42.220964,-83.734922,512 S. State St.
674,1113,S. State St.,Ann Arbor,,,,1113 S. State St.
775,1011,S. State St.,Ann Arbor,,42.188576,-83.738843,1011 S. State St.
776,209,S. State St.,Ann Arbor,,42.279909,-83.74047,209 S. State St.
777,548,S. State St.,Ann Arbor,,,,548 S. State St.
778,726,S. State St.,Ann Arbor,,,,726 S. State St.
795,1107,S. State St.,Ann Arbor,,,,1107 S. State St.
1728,1335,S. State St.,Ann Arbor,,42.18855,-83.738856,1335 S. State St.
1729,1521,S. State St.,Ann Arbor,,,,1521 S. State St.
1730,1601,S. State St.,Ann Arbor,,,,1601 S. State St.
1731,211,S. State St.,Ann Arbor,,,,211 S. State St.
1732,2205,S. State St.,Ann Arbor,,,,2205 S. State St.
1733,2511,S. State St.,Ann Arbor,,,,2511 S. State St.
1734,315,S. State St.,Ann Arbor,,,,315 S. State St.
1735,556,S. State St.,Ann Arbor,,42.274407,-83.741273,556 S. State St.
1736,607,S. State St.,Ann Arbor,,,,607 S. State St.
1737,700,S. State St.,Ann Arbor,,42.273027,-83.741031,700 S. State St.
1738,729,S. State St.,Ann Arbor,,,,729 S. State St.
1739,730,S. State St.,Ann Arbor,,,,730 S. State St.
