id,AddressCodeID,HouseNumber,StreetDorm,City,AddressNote,address,latitude,longitude,
1208,1643,3408,Piquette Ave.,Detroit,,3408 Piquette Ave.,0,0,not in ann arbor
1209,1657,5075,Ridgewood St.,Detroit,,5075 Ridgewood St.,0,0,not in ann arbor
1210,1658,19222,Riopelle St.,Detroit,,19222 Riopelle St.,0,0,not in ann arbor
1211,1659,3000,Rochester St.,Detroit,,3000 Rochester St.,0,0,not in ann arbor
1212,1759,18123,Santa Barbara Dr.,Detroit,,18123 Santa Barbara Dr.,0,0,not in ann arbor
1213,1760,18687,Santa Barbara Dr.,Detroit,,18687 Santa Barbara Dr.,0,0,not in ann arbor
1214,1764,5002,Scotten Ave.,Detroit,,5002 Scotten Ave.,0,0,not in ann arbor
1215,1765,6097,Scotten Ave.,Detroit,,6097 Scotten Ave.,0,0,not in ann arbor
1216,1782,18421,Scotten Ave.,Detroit,,18421 Scotten Ave.,0,0,not in ann arbor
1217,2012,4574,Seebaldt St.,Detroit,,4574 Seebaldt St.,0,0,not in ann arbor
1218,1768,1196,Selden St.,Detroit,,1196 Selden St.,0,0,not in ann arbor
1219,1769,1600,Seward Ave.,Detroit,,1600 Seward Ave.,0,0,not in ann arbor
1220,1781,10421,Sorrento  St.,Detroit,,10421 Sorrento  St.,0,0,not in ann arbor
1221,1798,15400,Steel St.,Detroit,,15400 Steel St.,0,0,not in ann arbor
1222,1801,13587,Stoepel St.,Detroit,,13587 Stoepel St.,0,0,not in ann arbor
1223,1802,13588,Stoepel St.,Detroit,,13588 Stoepel St.,0,0,not in ann arbor
1224,1803,16803,Stoepel St.,Detroit,,16803 Stoepel St.,0,0,not in ann arbor
1225,1809,14600,Strathmore St.,Detroit,,14600 Strathmore St.,0,0,not in ann arbor
1226,1814,18852,Sunset St.,Detroit,,18852 Sunset St.,0,0,not in ann arbor
1227,2156,9151,Sussex St.,Detroit,,9151  Sussex St.,0,0,not in ann arbor
1229,1825,4400,Ternes St.,Detroit,,4400 Ternes St.,0,0,not in ann arbor
1230,1833,4498,Townsend St.,Detroit,,4498 Townsend St.,0,0,not in ann arbor
1231,1837,228,Trowbridge St.,Detroit,,228 Trowbridge St.,0,0,not in ann arbor
1232,2027,239,Trowbridge St.,Detroit,,239 Trowbridge St.,0,0,not in ann arbor
1233,1838,2490,Tuxedo St.,Detroit,,2490 Tuxedo St.,0,0,not in ann arbor
1234,1839,3225,Tuxedo St.,Detroit,,3225 Tuxedo St.,0,0,not in ann arbor
1235,1841,5079,Underwood Ave.,Detroit,,5079 Underwood Ave.,0,0,not in ann arbor
1236,1879,2081,Virginia Park St.,Detroit,,2081 Virginia Park St.,0,0,not in ann arbor
1237,1884,659,W. Canfield St.,Detroit,,659 W. Canfield St.,0,0,not in ann arbor
1238,2150,1135,W. Chicago Blvd,Detroit,,1135 W. Chicago Blvd,0,0,not in ann arbor
1239,1885,2928,W. Euclid St.,Detroit,,2928 W. Euclid St.,0,0,not in ann arbor
1240,2121,3530,W. Kirby St.,Detroit,,3530 W. Kirby St.,0,0,not in ann arbor
1241,1932,2233,Webb St.,Detroit,,2233 Webb St.,0,0,not in ann arbor
1242,1933,2975,Webb St.,Detroit,,2975 Webb St.,0,0,not in ann arbor
1243,1935,3020,West Boston Blvd,Detroit,,3020 West Boston Blvd,0,0,not in ann arbor
1244,1936,3842,West Buena Vista St.,Detroit,,3842 West Buena Vista St.,0,0,not in ann arbor
1245,1938,1725,West Grand Blvd,Detroit,,1725 West Grand Blvd,0,0,not in ann arbor
1246,1939,1740,West Grand Blvd,Detroit,,1740 West Grand Blvd,0,0,not in ann arbor
1247,1886,1740,West Grand Blvd ,Detroit,,1740 West Grand Blvd ,0,0,not in ann arbor
1248,1887,1375,West Grand Blvd.,Detroit,,1375 West Grand Blvd.,0,0,not in ann arbor
1249,1937,2341,West Grand Blvd.,Detroit,,2341 West Grand Blvd.,0,0,not in ann arbor
1250,362,4275,West Outer Drive,Detroit,,4275 West Outer Drive,0,0,not in ann arbor
1251,1942,3281,West Outer Drive,Detroit,,3281 West Outer Drive,0,0,not in ann arbor
1252,2213,18503,Wexford St.,Detroit,,18503 Wexford St.,0,0,not in ann arbor
1253,1967,18087,Woodingham Dr.,Detroit,,18087 Woodingham Dr.,0,0,not in ann arbor
1254,1971,307,Woodland St.,Detroit,,307 Woodland St.,0,0,not in ann arbor
1255,1980,7763,Wykes St.,Detroit,,7763 Wykes St.,0,0,not in ann arbor
1257,36,2016,Albert St. ,Flint,,2016 Albert St. ,0,0,not in ann arbor
1258,70,1921,Barks St.,Flint,,1921 Barks St.,0,0,not in ann arbor
1259,88,934,Belmont Ave.,Flint,,934 Belmont Ave.,0,0,not in ann arbor
1260,1035,2025,Chelan,Flint,,2025 Chelan,0,0,not in ann arbor
1261,2168,4201,Clio Road,Flint,,4201 Clio Road,0,0,not in ann arbor
1262,1123,126,E. Baker St.,Flint,,126 E. Baker St.,0,0,not in ann arbor
1263,172,167,E. Hamilton ,Flint,,167 E. Hamilton ,0,0,not in ann arbor
1264,246,301,E. Newell ,Flint,,301 E. Newell ,0,0,not in ann arbor
1265,247,733,E. Paterson,Flint,,733 E. Paterson,0,0,not in ann arbor
1267,257,233,E. Taylor,Flint,,233 E. Taylor,0,0,not in ann arbor
1268,1148,710,Evergreen Ave,Flint,,710 Evergreen Ave,0,0,not in ann arbor
1269,2144,,Farmhill Road,Flint,,Farmhill Road,0,0,not in ann arbor
1270,1364,3519,Lippincott,Flint,,3519 Lippincott,0,0,not in ann arbor
1271,1403,3022,Mallery St.,Flint,,3022 Mallery St.,0,0,not in ann arbor
1272,1583,1851,Owen St. ,Flint,,1851 Owen St. ,0,0,not in ann arbor
1273,2250,4314,Roberts St.,Flint,,4314 Roberts St.,0,0,not in ann arbor
1274,2245,1838,Whittlesey,Flint,,1838 Whittlesey,0,0,not in ann arbor
1275,1952,1914,Whittlesy St.,Flint,,1914 Whittlesy St.,0,0,not in ann arbor
1277,41,26949,Andover St.,Inkster,,26949 Andover St.,0,0,not in ann arbor
1278,112,4381,Bridgeport,Inkster,,4381 Bridgeport,0,0,not in ann arbor
1281,1246,3811,Harrison,Inkster,,3811 Harrison,0,0,not in ann arbor
1282,1316,3250,John Daly Road,Inkster,,3250 John Daly Road,0,0,not in ann arbor
1283,1321,5151,Julius Blvd.,Inkster,,5151 Julius Blvd.,0,0,not in ann arbor
1284,1336,27152,Kitsch ,Inkster,,27152 Kitsch ,0,0,not in ann arbor
1285,1577,3462,Oraway Ct.,Inkster,,3462 Oraway Ct.,0,0,not in ann arbor
1286,1652,29073,Powers,Inkster,,29073 Powers,0,0,not in ann arbor
1289,1982,4333,Yorkville Ct.,Inkster,,4333 Yorkville Ct.,0,0,not in ann arbor
1291,1070,157,County St.,Milan,,157 County St.,0,0,not in ann arbor
1292,92,6094,Bermuda Lane,Mt. Morris,,6094 Bermuda Lane,0,0,not in ann arbor
1293,40,10320,Ann Arbor Road ,Plymouth,,10320 Ann Arbor Road ,0,0,not in ann arbor
1297,1709,2220,S. Jefferson,Saginaw,,2220 S. Jefferson,0,0,not in ann arbor
1298,1818,1712,Syracuse,Saginaw,,1712 Syracuse,0,0,not in ann arbor
1299,1867,724,Valley Circle Dr.,Saline,,724 Valley Circle Dr.,0,0,not in ann arbor
1300,1868,785,Valley Circle Dr.,Saline,,785 Valley Circle Dr.,0,0,not in ann arbor
1302,1296,521,Indiana Ave.,Toledo,,521 Indiana Ave.,0,0,not in ann arbor
1303,1298,1214,Ironwood Ave.,Toledo,,1214 Ironwood Ave.,0,0,not in ann arbor
1304,1300,976,Islington ,Toledo,,976 Islington ,0,0,not in ann arbor
1305,1615,1319,Palmetto ,Toledo,,1319 Palmetto ,0,0,not in ann arbor
1306,2167,1451,Palmwood,Toledo,,1451 Palmwood,0,0,not in ann arbor
1308,1869,606,Vance,Toledo,,606 Vance,0,0,not in ann arbor
1310,1137,11456,East Shore Drive,Whitmore Lake,,11456 East Shore Drive,0,0,not in ann arbor
1314,1146,1365,Erving Court,Willow Run Village,,1365 Erving Court,0,0,not in ann arbor
1315,2215,1106,Goshen,Willow Run Village,,1106 Goshen,0,0,not in ann arbor
1317,2189,1579,Linden Court - ,Willow Run Village,,1579 Linden Court - ,0,0,not in ann arbor
1318,2233,1224,Malden Court,Willow Run Village,,1224 Malden Court,0,0,not in ann arbor
1319,2214,1217,Natick Court,Willow Run Village,,1217 Natick Court,0,0,not in ann arbor
1321,2223,1255,Sudbury,Willow Run Village,,1255 Sudbury,0,0,not in ann arbor
1322,2186,1471,Sudbury Ct.,Willow Run Village,,1471 Sudbury Ct.,0,0,not in ann arbor
1323,2225,1383,Swansea Ct.,Willow Run Village,,1383 Swansea Ct.,0,0,not in ann arbor
1324,1902,,Ware Court,Willow Run Village,,Ware Court,0,0,not in ann arbor
1325,1965,9543,Woolman Oval,Willow Run Village,,9543 Woolman Oval,0,0,not in ann arbor
1326,2216,9569,Woolman Oval,Willow Run Village,,9569 Woolman Oval,0,0,not in ann arbor
1328,87,115,Bell St.,Ypsilanti,,115 Bell St.,0,0,not in ann arbor
1332,563,1021,Desoto St.,Ypsilanti,,1021 Desoto St.,0,0,not in ann arbor
1333,169,812,E. Forest Ave.,Ypsilanti,,812 E. Forest Ave.,0,0,not in ann arbor
1334,1136,3150,East Morgan Rd,Ypsilanti,,3150 East Morgan Rd,0,0,not in ann arbor
1335,2204,601,Emmet,Ypsilanti,,601 Emmet,0,0,not in ann arbor
1336,1147,539,Eugene St.,Ypsilanti,,539 Eugene St.,0,0,not in ann arbor
1337,2159,531,Fairview Circle,Ypsilanti,,531 Fairview Circle,0,0,not in ann arbor
1338,1156,333,First Ave.,Ypsilanti,,333 First Ave.,0,0,not in ann arbor
1339,1213,2125,Golfside Dr.,Ypsilanti,,2125 Golfside Dr.,0,0,not in ann arbor
1340,1214,2129,Golfside Dr.,Ypsilanti,,2129 Golfside Dr.,0,0,not in ann arbor
1342,2104,735,Havner Square?,Ypsilanti,,735 Havner Square?,0,0,not in ann arbor
1343,1251,115,Hawkins St.,Ypsilanti,,115 Hawkins St.,0,0,not in ann arbor
1344,1253,126,Hawkins St.,Ypsilanti,,126 Hawkins St.,0,0,not in ann arbor
1346,1303,1107,Ivy Lane,Ypsilanti,,1107 Ivy Lane,0,0,not in ann arbor
1347,1302,1107,Ivy Lane ,Ypsilanti,,1107 Ivy Lane ,0,0,not in ann arbor
1348,2152,745,Kirk,Ypsilanti,,745 Kirk,0,0,not in ann arbor
1349,1344,4928,Lakeridge St.,Ypsilanti,,4928 Lakeridge St.,0,0,not in ann arbor
1351,2247,820,N. Mansfield,Ypsilanti,,820 N. Mansfield,0,0,not in ann arbor
1352,1547,825,Nash Ave. ,Ypsilanti,,825 Nash Ave. ,0,0,not in ann arbor
1353,1560,609,Norris St.,Ypsilanti,,609 Norris St.,0,0,not in ann arbor
1354,1562,622,Oak St.,Ypsilanti,,622 Oak St.,0,0,not in ann arbor
1355,1707,201,S. Hamilton St.,Ypsilanti,,201 S. Hamilton St.,0,0,not in ann arbor
1356,1708,415,S. Hamilton St.,Ypsilanti,,415 S. Hamilton St.,0,0,not in ann arbor
1357,2185,734,S. Huron St.,Ypsilanti,,734 S. Huron St.,0,0,not in ann arbor
1358,796,517,Second Ave.,Ypsilanti,,517 Second Ave.,0,0,not in ann arbor
1359,1799,280,Stephens Drive,Ypsilanti,,280 Stephens Drive,0,0,not in ann arbor
1360,1800,291,Stephens Drive,Ypsilanti,,291 Stephens Drive,0,0,not in ann arbor
1361,2226,316,W. Ainsworth,Ypsilanti,,316 W. Ainsworth,0,0,not in ann arbor
1363,361,49,West Lodge,Ypsilanti,,49 West Lodge,0,0,not in ann arbor
1364,1979,9569,Ypsi,Ypsilanti,,9569 Ypsi,0,0,not in ann arbor
1365,2172,1000,E. Forest,Ypsilanti?,,1000 E. Forest,0,0,not in ann arbor
1366,1245,319,Harriet,Ypsilanti?,,319 Harriet,0,0,not in ann arbor
914,604,2227,Shadowood Drive,Ann Arbor,,2227 Shadowood Drive,42.230707,-83.7136397,
68,2161,2513,Braeburn Circle,Ann Arbor,,2513 Braeburn Circle,42.23077678,-83.70654956,
915,1771,2281,Shadowood Drive,Ann Arbor,,2281 Shadowood Drive,42.231544,-83.71389751,
916,1772,2285,Shadowood Drive,Ann Arbor,,2285 Shadowood Drive,42.23160781,-83.71390983,
917,1773,2334,Shadowood Drive,Ann Arbor,,2334 Shadowood Drive,42.23213434,-83.71366237,
63,107,2797,Braeburn Circle,Ann Arbor,,2797 Braeburn Circle,42.23468717,-83.70830911,
64,108,2885,Braeburn Circle,Ann Arbor,,2885 Braeburn Circle,42.23472251,-83.70815163,
1104,1960,3146,Williamsburg Rd.,Ann Arbor,,3146 Williamsburg Rd.,42.23499766,-83.69672202,
65,109,3082,Braeburn Circle,Ann Arbor,,3082 Braeburn Circle,42.235581,-83.7088099,
66,110,3151,Braeburn Circle,Ann Arbor,,3151 Braeburn Circle,42.235581,-83.7088099,
67,111,3245,Braeburn Circle,Ann Arbor,,3245 Braeburn Circle,42.235581,-83.7088099,
1105,1961,3321,Williamsburg Rd.,Ann Arbor,,3321 Williamsburg Rd.,42.23643732,-83.69656103,
1106,1962,3336,Williamsburg Rd.,Ann Arbor,,3336 Williamsburg Rd.,42.23651866,-83.69632105,
1107,1963,3347,Williamsburg Rd.,Ann Arbor,,3347 Williamsburg Rd.,42.23671132,-83.69653446,
1111,2153,3113,Wolverine Drive,Ann Arbor,,3113 Wolverine Drive,42.23728272,-83.6976674,
1287,1785,3303,Spruce,Inkster,,3303 Spruce,42.2381479,-83.72242949,
1288,2211,3475,Spruce,Inkster,,3475 Spruce,42.2381479,-83.72242949,
320,1153,3205,Fernwood Ave.,Ann Arbor,,3205 Fernwood Ave.,42.24202096,-83.69436696,
875,1729,1521,S. State St.,Ann Arbor,,1521 S. State St.,42.2420329,-83.7393591,
885,1741,811,S. State St.,Ann Arbor,,811 S. State St.,42.2420329,-83.7393591,
892,2175,429,S. State St.,Ann Arbor,,429 S. State St.,42.2420329,-83.7393591,
893,2196,803,S. State St.,Ann Arbor,,803 S. State St.,42.2420329,-83.7393591,
1313,129,,Building 5,Willow Run Village,,Building 5,42.24313735,-83.74583833,
774,1646,2845,Pittsfield Blvd.,Ann Arbor,,2845 Pittsfield Blvd.,42.24692704,-83.6921901,
772,1644,2843,Pittsfield  Blvd.,Ann Arbor,,2843 Pittsfield  Blvd.,42.24694792,-83.69219136,
1320,2232,1032,Revere Ct.,Willow Run Village,,1032 Revere Ct.,42.2474867,-83.7021222,
733,1601,18,Packard St.,Ann Arbor,,18 Packard St.,42.2476062,-83.7198882,
738,1606,4881,Packard St.,Ann Arbor,,4881 Packard St.,42.2476062,-83.7198882,
773,1645,2641,Pittsfield Blvd.,Ann Arbor,,2641 Pittsfield Blvd.,42.24902244,-83.69290225,
694,1572,3550,Oakwood St.,Ann Arbor,,3550 Oakwood St.,42.24924886,-83.68988361,
770,491,1511,Pine Valley Blvd.,Ann Arbor,,1511 Pine Valley Blvd.,42.2502047,-83.72565726,
879,1733,2511,S. State St.,Ann Arbor,,2511 S. State St.,42.25068875,-83.73909607,
771,1641,1523,Pine Valley Blvd.,Ann Arbor,,1523 Pine Valley Blvd.,42.25069741,-83.72527623,
1296,1090,2425,Delaware,Saginaw,,2425 Delaware,42.252415,-83.763796,
752,2081,2385,Parkwood Ave.,Ann Arbor,,2385 Parkwood Ave.,42.25275154,-83.6946003,
470,1329,1424,Kensington,Ann Arbor,,1424 Kensington,42.25299771,-83.72783847,
471,1330,1479,Kensington,Ann Arbor,,1479 Kensington,42.25327057,-83.72715778,
857,1718,2223,S. Main St.,Ann Arbor,,2223 S. Main St.,42.25380376,-83.74987639,
750,1618,2214,Parkwood Ave.,Ann Arbor,,2214 Parkwood Ave.,42.25388467,-83.68906645,
751,1619,2334,Parkwood Ave.,Ann Arbor,,2334 Parkwood Ave.,42.25454157,-83.6931381,
878,1732,2205,S. State St.,Ann Arbor,,2205 S. State St.,42.25537122,-83.73957233,
734,1602,2208,Packard St.,Ann Arbor,,2208 Packard St.,42.25574172,-83.72651602,
852,773,1042,S. Main St.,Ann Arbor,,1042 S. Main St.,42.2563819,-83.7501108,
854,1401,1038,S. Main St.,Ann Arbor,,1038 S. Main St.,42.2563819,-83.7501108,
855,1714,1040,S. Main St.,Ann Arbor,,1040 S. Main St.,42.2563819,-83.7501108,
860,1722,815,S. Main St.,Ann Arbor,,815 S. Main St.,42.2563819,-83.7501108,
862,2239,1043,S. Main St.,Ann Arbor,,1043 S. Main St.,42.2563819,-83.7501108,
863,1399,1023,S. Main St. ,Ann Arbor,,1023 S. Main St. ,42.2563819,-83.7501108,
940,1786,2242,St. Francis Drive,Ann Arbor,,2242 St. Francis Drive,42.257463,-83.7171697,
1279,1243,2969,Hanover,Inkster,,2969 Hanover,42.257579,-83.767731,
1280,1244,30111,Hanover,Inkster,,30111 Hanover,42.257579,-83.767731,
1316,2086,1401,Hanover Court,Willow Run Village,,1401  Hanover Court,42.257604,-83.766198,
1046,347,1224,Washtenaw Ave.,Ann Arbor,,1224 Washtenaw Ave.,42.257608,-83.6999189,
1047,348,1309,Washtenaw Ave.,Ann Arbor,,1309 Washtenaw Ave.,42.257608,-83.6999189,
1048,349,1317,Washtenaw Ave.,Ann Arbor,,1317 Washtenaw Ave.,42.257608,-83.6999189,
1050,351,1331,Washtenaw Ave.,Ann Arbor,,1331 Washtenaw Ave.,42.257608,-83.6999189,
1055,359,4768,Washtenaw Ave.,Ann Arbor,,4768 Washtenaw Ave.,42.257608,-83.6999189,
1056,1911,1243,Washtenaw Ave.,Ann Arbor,,1243 Washtenaw Ave.,42.257608,-83.6999189,
1062,1919,1735,Washtenaw Ave.,Ann Arbor,,1735 Washtenaw Ave.,42.257608,-83.6999189,
1063,1920,1811,Washtenaw Ave.,Ann Arbor,,1811 Washtenaw Ave.,42.257608,-83.6999189,
1064,1921,1924,Washtenaw Ave.,Ann Arbor,,1924 Washtenaw Ave.,42.257608,-83.6999189,
1065,1922,2006,Washtenaw Ave.,Ann Arbor,,2006 Washtenaw Ave.,42.257608,-83.6999189,
1066,1923,2014,Washtenaw Ave.,Ann Arbor,,2014 Washtenaw Ave.,42.257608,-83.6999189,
1067,1924,210,Washtenaw Ave.,Ann Arbor,,210 Washtenaw Ave.,42.257608,-83.6999189,
1068,1926,413,Washtenaw Ave.,Ann Arbor,,413 Washtenaw Ave.,42.257608,-83.6999189,
1069,1927,4760,Washtenaw Ave.,Ann Arbor,,4760 Washtenaw Ave.,42.257608,-83.6999189,
1070,1928,4782,Washtenaw Ave.,Ann Arbor,,4782 Washtenaw Ave.,42.257608,-83.6999189,
1071,1929,4820,Washtenaw Ave.,Ann Arbor,,4820 Washtenaw Ave.,42.257608,-83.6999189,
1072,1930,4844,Washtenaw Ave.,Ann Arbor,,4844 Washtenaw Ave.,42.257608,-83.6999189,
1073,1896,1219,Washtenaw Ave.,Ann Arbor,(Alumnae House),1219 Washtenaw Ave.,42.257608,-83.6999189,
1074,1908,1224,Washtenaw Ave. ,Ann Arbor,,1224 Washtenaw Ave. ,42.257608,-83.6999189,
1362,1925,2936,Washtenaw Ave.,Ypsilanti,,2936 Washtenaw Ave.,42.25784294,-83.70153093,
1076,1931,3260,Waverly Road,Ann Arbor,,3260 Waverly Road,42.258358,-83.771029,
372,1215,2738,Golfside Rd.,Ann Arbor,,2738 Golfside Rd.,42.2592484,-83.661229,
373,1217,2769,Golfside Rd.,Ann Arbor,,2769 Golfside Rd.,42.2592484,-83.661229,
1341,1216,2753,Golfside Rd.,Ypsilanti,,2753 Golfside Rd.,42.2592484,-83.661229,
909,1758,1734,Sanford Place,Ann Arbor,,1734 Sanford Place,42.25929459,-83.76893396,
1177,2217,6169,Iroquois ,Detroit,,6169 Iroquois ,42.2597091,-83.7332419,
472,1331,1902,Kent St.,Ann Arbor,,1902 Kent St.,42.260933,-83.777205,
876,1730,1601,S. State St.,Ann Arbor,,1601 S. State St.,42.2612374,-83.74011004,
913,1770,1509,Shadford Rd.,Ann Arbor,,1509 Shadford Rd.,42.26178363,-83.72933057,
1093,1949,1507,White St.,Ann Arbor,,1507 White St.,42.26217955,-83.73907627,
319,579,1602,Ferndale Place,Ann Arbor,,1602 Ferndale Place,42.26281292,-83.73404778,
732,1600,1531,Packard St.,Ann Arbor,,1531 Packard St.,42.26298869,-83.73191563,
70,148,1203,Brooklyn Ave.,Ann Arbor,,1203 Brooklyn Ave.,42.26367202,-83.734858,
1088,1943,1320,West Stadium Blvd.,Ann Arbor,,1320 West Stadium Blvd.,42.263955,-83.762596,
377,1221,1126,Granger Ave.,Ann Arbor,,1126 Granger Ave.,42.26421977,-83.73569613,
378,2145,817,Granger Ave.,Ann Arbor,,817  Granger Ave.,42.26426955,-83.73890351,
731,1599,1310,Packard St.,Ann Arbor,,1310 Packard St.,42.26469895,-83.7342468,
920,1775,1331,Sheehan Ave.,Ann Arbor,,1331 Sheehan Ave.,42.26487861,-83.73787811,
730,1598,1306,Packard St.,Ann Arbor,,1306 Packard St.,42.2648817,-83.734477,
1125,2169,900,Woodlawn Ave.,Ann Arbor,,900 Woodlawn Ave.,42.264958,-83.737816,
1118,373,910,Woodlawn Ave.,Ann Arbor,,910 Woodlawn Ave.,42.26496421,-83.7376512,
1120,1975,918,Woodlawn Ave.,Ann Arbor,,918 Woodlawn Ave.,42.26496918,-83.73751936,
1123,1978,948,Woodlawn Ave.,Ann Arbor,,948 Woodlawn Ave.,42.26498782,-83.73702497,
1124,2139,1004,Woodlawn Ave.,Ann Arbor,,1004 Woodlawn Ave.,42.26502261,-83.7361021,
1119,1972,1006,Woodlawn Ave.,Ann Arbor,,1006 Woodlawn Ave.,42.26502385,-83.73606914,
1121,1976,919,Woodlawn Ave.,Ann Arbor,,919 Woodlawn Ave.,42.26513318,-83.73753136,
1122,1977,927,Woodlawn Ave.,Ann Arbor,,927 Woodlawn Ave.,42.26513815,-83.73739953,
1307,1766,2351,Scottwood,Toledo,,2351 Scottwood,42.2652337,-83.7225505,
919,1774,1314,Sheehan Ave.,Ann Arbor,,1314 Sheehan Ave.,42.26528889,-83.73810322,
918,308,1317,Sheehan Ave.,Ann Arbor,,1317 Sheehan Ave.,42.26535733,-83.73788233,
921,2083,1315,Sheehan Ave.,Ann Arbor,,1315 Sheehan Ave.,42.26540717,-83.73788317,
318,2243,1256,Ferdon Rd.,Ann Arbor,,1256 Ferdon Rd.,42.26570561,-83.72557015,
830,767,1302,S. Forest. Ave.,Ann Arbor,,1302 S. Forest. Ave.,42.26570915,-83.7328467,
677,1557,2030,Norfolk Ave.,Ann Arbor,,2030 Norfolk Ave.,42.26605605,-83.77239907,
1143,2238,1231,Baldwin Ave.,Detroit,,1231 Baldwin Ave.,42.26649073,-83.72638911,
554,1430,1217,Meadowbrook Ave.,Ann Arbor,,1217 Meadowbrook Ave.,42.2665907,-83.7638217,
866,1724,1315,S. Maple Rd.,Ann Arbor,,1315 S. Maple Rd.,42.26661057,-83.77971071,
961,315,917,Sylvan Ave.,Ann Arbor,,917 Sylvan Ave.,42.26661376,-83.73755985,
891,2125,1217,S. State St.,Ann Arbor,,1217 S. State St.,42.2667182,-83.7402477,
35,66,1217,Baldwin Ave.,Ann Arbor,,1217 Baldwin Ave.,42.26679456,-83.7266,
943,1789,1860,Stadium Place,Ann Arbor,,1860 Stadium Place,42.26690552,-83.77003988,
942,1788,1856,Stadium Place,Ann Arbor,,1856 Stadium Place,42.26694368,-83.77008692,
941,1787,1840,Stadium Place,Ann Arbor,,1840 Stadium Place,42.2669609,-83.7699225,
555,1435,1110,Michigan Ave.,Ann Arbor,,1110 Michigan Ave.,42.26715931,-83.73511976,
721,531,1025,Packard St.,Ann Arbor,,1025 Packard St.,42.2671649,-83.73615799,
729,1597,1015,Packard St.,Ann Arbor,,1015 Packard St.,42.26744925,-83.73644266,
551,607,824,McKinley Ave.,Ann Arbor,,824 McKinley Ave.,42.26756589,-83.73873219,
552,743,874,McKinley Ave.,Ann Arbor,,874 McKinley Ave.,42.26765159,-83.73790656,
720,530,1005,Packard St.,Ann Arbor,,1005 Packard St.,42.26765535,-83.73665939,
553,1429,827,McKinley Ave.,Ann Arbor,,827 McKinley Ave.,42.26773558,-83.73874311,
719,529,1003,Packard St.,Ann Arbor,,1003 Packard St.,42.267774,-83.73677957,
761,1628,2100,Pauline Blvd.,Ann Arbor,,2100 Pauline Blvd.,42.267787,-83.775521,
267,260,1209,E. University Ave.,Ann Arbor,,1209 E. University Ave.,42.26790895,-83.73649605,
864,1711,1036,S. Main St. ,Ann Arbor,,1036 S. Main St. ,42.26792465,-83.75059135,
755,1622,1905,Pauline Blvd.,Ann Arbor,,1905 Pauline Blvd.,42.26793267,-83.77085312,
760,1627,2078,Pauline Blvd.,Ann Arbor,,2078 Pauline Blvd.,42.26794286,-83.77502997,
882,1738,729,S. State St.,Ann Arbor,,729 S. State St.,42.2679552,-83.74027705,
754,1621,1815,Pauline Blvd.,Ann Arbor,,1815 Pauline Blvd.,42.26796686,-83.76969814,
759,1626,2052,Pauline Blvd.,Ann Arbor,,2052 Pauline Blvd.,42.26798767,-83.77480709,
758,1625,2026,Pauline Blvd.,Ann Arbor,,2026 Pauline Blvd.,42.26801676,-83.77458153,
757,1624,2022,Pauline Blvd.,Ann Arbor,,2022 Pauline Blvd.,42.26801802,-83.77454653,
756,1623,2016,Pauline Blvd.,Ann Arbor,,2016 Pauline Blvd.,42.26801993,-83.77449402,
1131,545,,,Detroit,,,42.2681569,-83.7312291,
1132,2237,4581,,Detroit,,4581,42.2681569,-83.7312291,
1276,733,,,Inkster,,,42.2681569,-83.7312291,
1290,1304,,,Jackson,,,42.2681569,-83.7312291,
1295,709,,,Saginaw,,,42.2681569,-83.7312291,
1301,1832,,,Toledo,,,42.2681569,-83.7312291,
1309,1950,,,Whitemore Lake,,,42.2681569,-83.7312291,
1312,366,,,Willow Run Village,,,42.2681569,-83.7312291,
1327,627,,,Ypsilanti,,,42.2681569,-83.7312291,
762,1629,2922,Pauline Blvd.,Ann Arbor,,2922 Pauline Blvd.,42.268159,-83.767015,
747,2157,917,Packard St.,Ann Arbor,,917 Packard St.,42.26820078,-83.73756178,
871,674,1113,S. State St.,Ann Arbor,,1113 S. State St.,42.2682725,-83.7402297,
115,554,1127,Church St.,Ann Arbor,,1127 Church St.,42.26838475,-83.7340779,
518,1406,1101,Martin Place,Ann Arbor,,1101 Martin Place,42.268559,-83.728393,
869,380,1111,S. State St.,Ann Arbor,,1111 S. State St.,42.26882547,-83.7404251,
119,1042,1121,Church St.,Ann Arbor,,1121 Church St.,42.26885737,-83.73426836,
874,795,1107,S. State St.,Ann Arbor,,1107 S. State St.,42.26887408,-83.74042706,
1010,1873,1026,Vaughn St.,Ann Arbor,,1026 Vaughn St.,42.26890308,-83.73660165,
128,2227,1101,Church St.,Ann Arbor,,1101 Church St.,42.2689387,-83.7341303,
1012,1871,414,Vaughn St.,Ann Arbor,check,414 Vaughn St.,42.26897,-83.73713,
464,2068,1110,Judson Ct.,Ann Arbor,,1110 Judson Ct.,42.26898231,-83.73450871,
495,734,1020,Lincoln Ave.,Ann Arbor,,1020 Lincoln Ave.,42.26901783,-83.72987533,
1009,1872,1015,Vaughn St.,Ann Arbor,,1015 Vaughn St.,42.2690653,-83.73680522,
1011,2148,1021,Vaughn St.,Ann Arbor,,1021 Vaughn St.,42.26906742,-83.73673628,
1013,797,1029,Vaughn St. ,Ann Arbor,,1029 Vaughn St. ,42.26907025,-83.73664435,
718,484,811,Packard St.,Ann Arbor,,811 Packard St.,42.269209,-83.73862514,
744,1613,802,Packard St.,Ann Arbor,,802 Packard St.,42.2692795,-83.73901113,
