id,AddressCodeID,HouseNumber,StreetDorm,City,AddressNote,address,latitude,longitude,
12,51,711,Arch St.,Ann Arbor,,711 Arch St.,42.2693393,-83.73965825,
840,1702,1023,S. Forest. Ave.,Ann Arbor,,1023 S. Forest. Ave.,42.269391,-83.73322456,
114,553,1019,Church St.,Ann Arbor,,1019 Church St.,42.269406,-83.73411653,
922,1776,975,Sherwood St.,Ann Arbor,,975 Sherwood St.,42.26942343,-83.76751143,
266,259,1011,E. University Ave.,Ann Arbor,,1011 E. University Ave.,42.26944265,-83.73539139,
821,2191,441,S. Forest  Ave.,Ann Arbor,,441 S. Forest  Ave.,42.2695188,-83.7331596,
829,711,100,S. Forest. Ave.,Ann Arbor,,100 S. Forest. Ave.,42.2695188,-83.7331596,
832,1692,413,S. Forest. Ave.,Ann Arbor,,413 S. Forest. Ave.,42.2695188,-83.7331596,
853,774,921,S. Main St.,Ann Arbor,,921 S. Main St.,42.2695269,-83.74969763,
462,11,,Jordan,Ann Arbor,Jordan Hall /  Dorm,Jordan,42.2695474,-83.7477876,
118,1041,1014,Church St.,Ann Arbor,,1014 Church St.,42.2695552,-83.73474817,
277,2133,919,E. University Ave.,Ann Arbor,,919 E. University Ave.,42.26971861,-83.73555878,
717,483,736,Packard St.,Ann Arbor,,736 Packard St.,42.2698344,-83.73990322,
282,274,909,E. University Ave.,Ann Arbor,Lester House Cooperative 1940 - 1943,909 E. University Ave.,42.2698553,-83.73540834,
687,1564,1030,Oakland Ave.,Ann Arbor,,1030 Oakland Ave.,42.26997485,-83.73641279,
519,739,602,Mary Court,Ann Arbor,,602 Mary Court,42.27002055,-83.7416143,
387,1232,928,Greene St.,Ann Arbor,,928 Greene St.,42.27004614,-83.74761371,
683,511,1110,Oakland Ave.,Ann Arbor,,1110 Oakland Ave.,42.2700538,-83.7349793,
682,509,1130,Oakland Ave.,Ann Arbor,,1130 Oakland Ave.,42.2700602,-83.73465088,
823,1163,1004,S. Forest Ave.,Ann Arbor,,1004 S. Forest Ave.,42.27008067,-83.73324367,
688,1565,1208,Oakland Ave.,Ann Arbor,,1208 Oakland Ave.,42.27008775,-83.73390659,
811,2084,921,S. Division St.,Ann Arbor,,921 S. Division St.,42.2701553,-83.74410045,
691,1568,91,Oakland Ave.,Ann Arbor,,91 Oakland Ave.,42.270169,-83.736926,
959,314,915,Sybil St.,Ann Arbor,,915 Sybil St.,42.27018375,-83.74275594,
1017,1878,2009,Vinewood Blvd.,Ann Arbor,,2009 Vinewood Blvd.,42.27022145,-83.72127355,
496,1358,1011,Lincoln Ave.,Ann Arbor,,1011 Lincoln Ave.,42.2702399,-83.72968112,
265,258,25,E. University Ave.,Ann Arbor,,#25 E. University Ave.,42.270241,-83.7357064,
268,261,1324,E. University Ave.,Ann Arbor,,1324 E. University Ave.,42.270241,-83.7357064,
716,482,731,Packard St.,Ann Arbor,,731 Packard St.,42.27025225,-83.73942575,
820,600,1001,S. Forest  Ave.,Ann Arbor,,1001 S. Forest  Ave.,42.2702573,-83.73279195,
890,1746,918,S. State St.,Ann Arbor,,918 S. State St.,42.2702713,-83.74098983,
11,50,1824,Arbordale St.,Ann Arbor,,1824 Arbordale St.,42.2703244,-83.7736572,
748,2184,734,Packard St.,Ann Arbor,,734 Packard St.,42.27036213,-83.74017431,
92,139,1415,Cambridge Rd.,Ann Arbor,,1415 Cambridge Rd.,42.2704034,-83.73099967,
743,1612,727,Packard St.,Ann Arbor,,727 Packard St.,42.27041095,-83.73954224,
686,514,912,Oakland Ave.,Ann Arbor,,912 Oakland Ave.,42.2705096,-83.73875576,
386,1231,896,Greene St.,Ann Arbor,,896 Greene St.,42.27051029,-83.74763831,
958,313,908,Sybil St.,Ann Arbor,,908 Sybil St.,42.27052135,-83.74340665,
889,1745,910,S. State St.,Ann Arbor,,910 S. State St.,42.27056225,-83.74090675,
969,1824,848,Tappan Ave.,Ann Arbor,,848 Tappan Ave.,42.27057025,-83.73693613,
798,503,915,S. Division St.,Ann Arbor,,915 S. Division St.,42.27060114,-83.74428229,
812,2108,910,S. Division St.,Ann Arbor,,910 S. Division St.,42.2706441,-83.74450392,
113,546,925,Church St.,Ann Arbor,,925 Church St.,42.27066465,-83.73412175,
888,1744,904,S. State St.,Ann Arbor,,904 S. State St.,42.2706884,-83.74086205,
77,122,829,Brown St.,Ann Arbor,,829 Brown St.,42.2707222,-83.74841695,
49,91,402,Benjamin St.,Ann Arbor,,402 Benjamin St.,42.27073085,-83.74412977,
527,1409,909,Mary St.,Ann Arbor,,909 Mary St.,42.27075635,-83.74153706,
526,1408,908,Mary St.,Ann Arbor,,908 Mary St.,42.27076485,-83.74211299,
384,1227,1021,Greene St.,Ann Arbor,,1021 Greene St.,42.27077483,-83.74742093,
10,49,720,Arbor St.,Ann Arbor,,720 Arbor St.,42.2708259,-83.73965253,
693,2006,900,Oakland Ave.,Ann Arbor,Lester House Coop,900 Oakland Ave.,42.2708298,-83.73909348,
865,1713,826,S. Main St. ,Ann Arbor,,826 S. Main St. ,42.27083415,-83.75039185,
76,121,824,Brown St.,Ann Arbor,,824 Brown St.,42.27083475,-83.7489562,
75,120,823,Brown St.,Ann Arbor,,823 Brown St.,42.27085115,-83.7484231,
968,1823,836,Tappan Ave.,Ann Arbor,,836 Tappan Ave.,42.2708687,-83.73734992,
960,1817,,Sybil St.,Ann Arbor,,Sybil St.,42.270913,-83.743105,
676,1556,409,Nob Hill Place,Ann Arbor,,409 Nob Hill Place,42.270924,-83.75190909,
685,513,911,Oakland Ave.,Ann Arbor,,911 Oakland Ave.,42.27093945,-83.73822378,
837,1699,912,S. Forest. Ave.,Ann Arbor,,912 S. Forest. Ave.,42.27094125,-83.73353282,
276,273,832,E. University Ave.,Ann Arbor,,832 E. University Ave.,42.27094545,-83.73598011,
861,1723,820,S. Main St.,Ann Arbor,,820 S. Main St.,42.27097475,-83.75099745,
831,769,933,S. Forest. Ave.,Ann Arbor,,933 S. Forest. Ave.,42.27098733,-83.733036,
965,319,839,Tappan Ave.,Ann Arbor,,839 Tappan Ave.,42.2710412,-83.73658443,
73,118,818,Brown St.,Ann Arbor,,818 Brown St.,42.2710413,-83.74896435,
74,119,819,Brown St.,Ann Arbor,,819 Brown St.,42.2710545,-83.7484299,
839,1701,923,S. Forest. Ave.,Ann Arbor,,923 S. Forest. Ave.,42.27106617,-83.73303691,
692,2194,905,Oakland Ave.,Ann Arbor,,905 Oakland Ave.,42.2710688,-83.73835053,
851,691,817,S. Main St.,Ann Arbor,,817 S. Main St.,42.27107195,-83.74945812,
838,1700,921,S. Forest. Ave.,Ann Arbor,,921 S. Forest. Ave.,42.27108194,-83.73303709,
828,705,917,S. Forest. Ave.,Ann Arbor,,917 S. Forest. Ave.,42.27111347,-83.73303745,
78,123,834,Brown St.,Ann Arbor,,834 Brown St.,42.27117067,-83.74879669,
48,90,525,Benjamin St.,Ann Arbor,,525 Benjamin St.,42.271174,-83.74202165,
525,1407,43712,Mary St.,Ann Arbor,,437 1/2 Mary St.,42.271184,-83.741656,
275,272,825,E. University Ave.,Ann Arbor,,825 E. University Ave.,42.27121585,-83.73543355,
383,1226,832,Greene St.,Ann Arbor,,832 Greene St.,42.27122343,-83.7476481,
859,1721,810,S. Main St.,Ann Arbor,,810 S. Main St.,42.2712452,-83.7503056,
715,481,630,Packard St.,Ann Arbor,,630 Packard St.,42.27124827,-83.7410995,
727,655,626,Packard St.,Ann Arbor,,626 Packard St.,42.27126182,-83.741115,
910,1761,509,Sauer Court,Ann Arbor,,509 Sauer Court,42.27127885,-83.7426192,
967,1822,829,Tappan Ave.,Ann Arbor,,829 Tappan Ave.,42.27128845,-83.7366542,
498,1361,914,Lincoln Ave.,Ann Arbor,,914 Lincoln Ave.,42.27132982,-83.72993039,
806,1680,807,S. Division St.,Ann Arbor,,807 S. Division St.,42.2713738,-83.7441723,
37,68,924,Baldwin Ave.,Ann Arbor,,924 Baldwin Ave.,42.27143198,-83.72730553,
962,1820,831,Tappan  Ave.,Ann Arbor,,831 Tappan  Ave.,42.27144703,-83.73726387,
887,1743,816,S. State St.,Ann Arbor,,816 S. State St.,42.2714613,-83.7407624,
36,67,902,Baldwin Ave.,Ann Arbor,,902 Baldwin Ave.,42.27147435,-83.72766877,
281,270,814,E. University Ave.,Ann Arbor,Brandeis House Cooperative 1940 - 1942,814 E. University Ave.,42.27149575,-83.73601497,
1061,1918,1705,Washtenaw Ave.,Ann Arbor,,1705 Washtenaw Ave.,42.27151375,-83.72625477,
385,1228,817,Greene St.,Ann Arbor,,817 Greene St.,42.27152237,-83.74743119,
886,1742,812,S. State St.,Ann Arbor,,812 S. State St.,42.2715227,-83.7407632,
742,1610,606,Packard St.,Ann Arbor,,606 Packard St.,42.2715383,-83.74159805,
416,1261,138,Hill St.,Ann Arbor,,138 Hill St.,42.27160523,-83.74836709,
412,690,420,Hill St.,Ann Arbor,,420 Hill St.,42.27160865,-83.74367601,
827,675,816,S. Forest. Ave.,Ann Arbor,,816 S. Forest. Ave.,42.2716125,-83.7335118,
425,1270,520,Hill St.,Ann Arbor,,520 Hill St.,42.27163025,-83.74248115,
422,1267,312,Hill St.,Ann Arbor,,312 Hill St.,42.27165124,-83.74615061,
273,269,809,E. University Ave.,Ann Arbor,,809 E. University Ave.,42.2716591,-83.73547145,
964,318,808,Tappan Ave.,Ann Arbor,,808 Tappan Ave.,42.2717009,-83.7378066,
274,271,815,E. University Ave.,Ann Arbor,,815 E. University Ave.,42.27170745,-83.73560502,
413,729,506,Hill St.,Ann Arbor,,506 Hill St.,42.27173039,-83.74286747,
856,1715,728,S. Main St.,Ann Arbor,,728 S. Main St.,42.2717444,-83.75012642,
684,512,802,Oakland Ave.,Ann Arbor,,802 Oakland Ave.,42.27177471,-83.73949026,
407,377,1330,Hill St.,Ann Arbor,,1330 Hill St.,42.2718419,-83.73183921,
415,1259,1100,Hill St.,Ann Arbor,,1100 Hill St.,42.27184975,-83.73551075,
409,547,1108,Hill St.,Ann Arbor,,1108 Hill St.,42.2718535,-83.73521595,
1135,2231,135,Adams,Detroit,,135 Adams,42.27187015,-83.74768455,
1345,1272,829,Hill St.,Ypsilanti,,829 Hill St.,42.27189223,-83.73808092,
424,1269,505,Hill St.,Ann Arbor,,505 Hill St.,42.271893,-83.742951,
430,1778,1028,Hill St. ,Ann Arbor,Sigma Nu house,1028 Hill St. ,42.27193792,-83.73655587,
408,379,1416,Hill St.,Ann Arbor,,1416 Hill St.,42.271943,-83.73065172,
423,1268,419,Hill St.,Ann Arbor,,419 Hill St.,42.2719626,-83.74368333,
850,685,723,S. Main St.,Ann Arbor,,723 S. Main St.,42.2720174,-83.74941166,
120,1043,1511,Church St.,Ann Arbor,,1511 Church St.,42.2720258,-83.7344871,
497,1360,800,Lincoln Ave.,Ann Arbor,,800 Lincoln Ave.,42.27203695,-83.73017761,
797,502,725,S. Division St.,Ann Arbor,,725 S. Division St.,42.2720652,-83.7441756,
414,730,507,Hill St.,Ann Arbor,,507 Hill St.,42.27207025,-83.74302797,
884,1740,736,S. State St.,Ann Arbor,,736 S. State St.,42.2720706,-83.74086705,
428,1257,607,Hill St. ,Ann Arbor,,607 Hill St. ,42.27207575,-83.74130984,
740,1608,555,Packard St.,Ann Arbor,,555 Packard St.,42.2721256,-83.74149233,
426,1271,809,Hill St.,Ann Arbor,,809 Hill St.,42.27213785,-83.73885605,
429,2030,809,Hill St. ,Ann Arbor,,809 Hill St. ,42.27213785,-83.73885605,
411,666,125,Hill St.,Ann Arbor,,125 Hill St.,42.272168,-83.7485492,
61,104,422,Blakely Court,Ann Arbor,,422 Blakely Court,42.2721795,-83.74386317,
739,1607,549,Packard St.,Ann Arbor,,549 Packard St.,42.2721813,-83.7416253,
410,636,1215,Hill St.,Ann Arbor,,1215 Hill St.,42.27219886,-83.734207,
883,1739,730,S. State St.,Ann Arbor,,730 S. State St.,42.2722708,-83.74092476,
690,1567,727,Oakland Ave.,Ann Arbor,,727 Oakland Ave.,42.2723332,-83.73912323,
728,687,526,Packard St.,Ann Arbor,,526 Packard St.,42.27235435,-83.7425245,
272,267,724,E. University Ave.,Ann Arbor,,724 E. University Ave.,42.2723653,-83.73612877,
741,1609,565,Packard St.,Ann Arbor,,565 Packard St.,42.27238841,-83.74201076,
873,778,726,S. State St.,Ann Arbor,,726 S. State St.,42.2724034,-83.7410483,
689,1566,723,Oakland Ave.,Ann Arbor,,723 Oakland Ave.,42.2724353,-83.73909823,
868,1727,725,S. Seventh St.,Ann Arbor,,725 S. Seventh St.,42.27246515,-83.75827621,
726,625,535,Packard St.,Ann Arbor,,535 Packard St.,42.2724986,-83.74200696,
1256,1357,23603,Liberty St.,Farmington,,23603 Liberty St.,42.2725999,-83.7843681,
129,557,725,Church St.,Ann Arbor,"Graduate League House, 1946-c.1955, took international and black students",725 Church St.,42.27262445,-83.7342456,
870,628,720,S. State St.,Ann Arbor,,720 S. State St.,42.27267688,-83.74068361,
507,1386,700,Madison Pl.,Ann Arbor,,700 Madison Pl.,42.2726964,-83.75990675,
427,598,1702,Hill St.,Ann Arbor,"Kappa Alpha Psi house, 1955-?",1702 Hill St.,42.27271039,-83.72690346,
746,2102,523,Packard St.,Ann Arbor,,523 Packard St.,42.27277565,-83.7420927,
1330,1085,425,Cross St.,Ypsilanti,,425 Cross St.,42.2727903,-83.74380946,
1329,1084,3304,Cross St.,Ypsilanti,,3304 Cross St.,42.2727953,-83.7435512,
1331,1086,,Cross St.,Ypsilanti,,Cross St.,42.2727953,-83.7435512,
725,536,512,Packard St.,Ann Arbor,,512 Packard St.,42.27279565,-83.74299743,
417,1262,1701,Hill St.,Ann Arbor,,1701 Hill St.,42.27285107,-83.72703486,
360,1200,2670,Geddes Ave.,Ann Arbor,,2670 Geddes Ave.,42.27286958,-83.711871,
280,268,733,E. University Ave.,Ann Arbor,'40 stud. direct. 701 Forest '41 stud direct,733 E. University Ave.,42.27287537,-83.7356382,
1060,1917,1550,Washtenaw Ave.,Ann Arbor,,1550 Washtenaw Ave.,42.2728995,-83.72955544,
966,1821,724,Tappan Ave.,Ann Arbor,,724 Tappan Ave.,42.27293392,-83.73830016,
574,302,608,Monroe St.,Ann Arbor,,608 Monroe St.,42.2729544,-83.74163002,
300,8.1,,East Quad - Anderson,Ann Arbor,dorm,East Quad - Anderson,42.27295805,-83.73515949,
301,8.2,,East Quad - Cooley,Ann Arbor,dorm,East Quad - Cooley,42.27295805,-83.73515949,
302,8.3,,East Quad - Greene,Ann Arbor,dorm,East Quad - Greene,42.27295805,-83.73515949,
303,8.4,,East Quad - Hayden,Ann Arbor,dorm,East Quad - Hayden,42.27295805,-83.73515949,
304,8.5,,East Quad - Hinsdale,Ann Arbor,dorm,East Quad - Hinsdale,42.27295805,-83.73515949,
305,8.6,,East Quad - Prescott,Ann Arbor,dorm,East Quad - Prescott,42.27295805,-83.73515949,
306,8.7,,East Quad - Strauss,Ann Arbor,dorm,East Quad - Strauss,42.27295805,-83.73515949,
307,8.8,,East Quad - Tyler,Ann Arbor,dorm,East Quad - Tyler,42.27295805,-83.73515949,
825,2111,721,S. Forest Ave.,Ann Arbor,,721 S. Forest Ave.,42.27297085,-83.7324009,
963,316,720,Tappan Ave.,Ann Arbor,,720 Tappan Ave.,42.27297927,-83.73830147,
712,1593,707,Oxford Rd.,Ann Arbor,,707 Oxford Rd.,42.2730379,-83.725509,
577,1450,514,Monroe St.,Ann Arbor,,514 Monroe St.,42.27305575,-83.74240031,
579,1453,802,Monroe St.,Ann Arbor,,802 Monroe St.,42.2731109,-83.73920866,
580,1454,804,Monroe St.,Ann Arbor,,804 Monroe St.,42.27312685,-83.73906162,
127,1051,715,Church St.,Ann Arbor,,715 Church St.,42.27315495,-83.73426924,
459,1317,313,John St.,Ann Arbor,,313 John St.,42.27318026,-83.74607199,
578,1452,614,Monroe St.,Ann Arbor,,614 Monroe St.,42.27323166,-83.7416929,
581,1455,814,Monroe St.,Ann Arbor,,814 Monroe St.,42.27323771,-83.73918564,
582,1456,908,Monroe St.,Ann Arbor,,908 Monroe St.,42.27324245,-83.73876691,
583,1457,912,Monroe St.,Ann Arbor,,912 Monroe St.,42.27324266,-83.73874909,
460,1318,333,John St.,Ann Arbor,,333 John St.,42.27327405,-83.7451182,
418,1263,1705,Hill St.,Ann Arbor,,1705 Hill St.,42.2732914,-83.72676285,
575,633,1010,Monroe St.,Ann Arbor,,1010 Monroe St.,42.2733044,-83.7405638,
576,1449,1101,Monroe St.,Ann Arbor,,1101 Monroe St.,42.2733044,-83.7405638,
706,679,,Oxford Rd.,Ann Arbor,,Oxford Rd.,42.2733216,-83.7260406,
713,2224,3328,Oxford Rd.,Ann Arbor,,3328 Oxford Rd.,42.2733216,-83.7260406,
1059,1916,1530,Washtenaw Ave.,Ann Arbor,,1530 Washtenaw Ave.,42.2733247,-83.73002451,
126,1050,709,Church St.,Ann Arbor,,709 Church St.,42.27332565,-83.73425154,
737,1605,430,Packard St.,Ann Arbor,,430 Packard St.,42.273363,-83.743366,
443,1292,2000,Huron River Drive,Ann Arbor,,2000 Huron River Drive,42.2733982,-83.698723,
805,1679,622,S. Division St.,Ann Arbor,,622 S. Division St.,42.27344815,-83.74456945,
1054,356,1503,Washtenaw Ave.,Ann Arbor,,1503 Washtenaw Ave.,42.27349362,-83.72922133,
736,1604,420,Packard St.,Ann Arbor,,420 Packard St.,42.2735757,-83.74384325,
271,266,702,E. University Ave.,Ann Arbor,,702 E. University Ave.,42.27359025,-83.73587125,
1097,1954,1212,Willard St.,Ann Arbor,,1212 Willard St.,42.27360615,-83.73384269,
420,1265,2017,Hill St.,Ann Arbor,,2017 Hill St.,42.27361006,-83.72284216,
419,1264,1910,Hill St.,Ann Arbor,,1910 Hill St.,42.27361988,-83.72405241,
1350,1385,1034,Madison ,Ypsilanti,,1034 Madison ,42.27368306,-83.76030978,
926,13.1,,South Quad - Bush,Ann Arbor,dorm,South Quad - Bush,42.2737038,-83.74214994,
927,13.2,,South Quad - Frederick,Ann Arbor,dorm,South Quad - Frederick,42.2737038,-83.74214994,
928,13.3,,South Quad - Gomberg,Ann Arbor,dorm,South Quad - Gomberg,42.2737038,-83.74214994,
929,13.4,,South Quad - Huber,Ann Arbor,dorm,South Quad - Huber,42.2737038,-83.74214994,
930,13.5,,South Quad - Hunt,Ann Arbor,dorm,South Quad - Hunt,42.2737038,-83.74214994,
931,13.6,,South Quad - Kelsey,Ann Arbor,dorm,South Quad - Kelsey,42.2737038,-83.74214994,
932,13.7,,South Quad - Reeves,Ann Arbor,dorm,South Quad - Reeves,42.2737038,-83.74214994,
933,13.8,,South Quad - Taylor ,Ann Arbor,dorm,South Quad - Taylor ,42.2737038,-83.74214994,
934,13.9,,South Quad - Thronson,Ann Arbor,dorm,South Quad - Thronson,42.2737038,-83.74214994,
935,13.11,,South Quad - Van Tyne ,Ann Arbor,dorm,South Quad - Van Tyne ,42.2737038,-83.74214994,
836,1698,701,S. Forest. Ave.,Ann Arbor,,701 S. Forest. Ave.,42.2737155,-83.7327948,
813,602,609,S. Fifth Ave.,Ann Arbor,,609 S. Fifth Ave.,42.27375585,-83.74591265,
322,550,1332,Forest Court,Ann Arbor,,1332 Forest Court,42.2737605,-83.7315949,
323,1160,1312,Forest Court,Ann Arbor,,1312 Forest Court,42.27377196,-83.73272031,
978,2080,603,Turner Park Court,Ann Arbor,,603 Turner Park Court,42.2738282,-83.75522025,
253,233,326,E. Madison St.,Ann Arbor,,326 E. Madison St.,42.2738702,-83.74516595,
258,230,326,E. Madison St. ,Ann Arbor,,326 E. Madison St. ,42.2738702,-83.74516595,
250,245,316,E. Madison St,Ann Arbor,,316 E. Madison St,42.2738711,-83.74565345,
252,232,316,E. Madison St.,Ann Arbor,,316 E. Madison St.,42.2738711,-83.74565345,
257,229,316,E. Madison St. ,Ann Arbor,,316 E. Madison St. ,42.2738711,-83.74565345,
724,535,406,Packard St.,Ann Arbor,,406 Packard St.,42.27389345,-83.74412972,
894,2199,604,S. State St.,Ann Arbor,,604 S. State St.,42.27390515,-83.74104155,
1058,1915,1511,Washtenaw Ave.,Ann Arbor,,1511 Washtenaw Ave.,42.27390965,-83.72852993,
895,2249,627,S. State St.,Ann Arbor,,627 S. State St.,42.27391878,-83.74054376,
421,1266,2101,Hill St.,Ann Arbor,,2101 Hill St.,42.27393265,-83.72101825,
711,1591,633,Oxford Rd.,Ann Arbor,,633 Oxford Rd.,42.27394879,-83.72592432,
254,234,332,E. Madison St.,Ann Arbor,,332 E. Madison St.,42.27398435,-83.74492713,
255,235,342,E. Madison St.,Ann Arbor,,342 E. Madison St.,42.27399295,-83.74454066,
881,1736,607,S. State St.,Ann Arbor,,607 S. State St.,42.2740551,-83.74054702,
1057,1914,1507,Washtenaw Ave.,Ann Arbor,,1507 Washtenaw Ave.,42.27411425,-83.72897067,
125,1049,625,Church St.,Ann Arbor,,625 Church St.,42.27414495,-83.73432535,
270,265,617,E. University Ave.,Ann Arbor,,617 E. University Ave.,42.27415066,-83.7356511,
1027,1387,206,W. Madison St.,Ann Arbor,,206 W. Madison St.,42.2742168,-83.75052675,
251,231,315,E. Madison St.,Ann Arbor,,315 E. Madison St.,42.27421971,-83.74597943,
124,1048,621,Church St.,Ann Arbor,,621 Church St.,42.2742537,-83.7344217,
256,236,401,E. Madison St.,Ann Arbor,,401 E. Madison St.,42.274259,-83.743956,
973,1827,236,Thompson St.,Ann Arbor,,236 Thompson St.,42.2742647,-83.7431431,
705,519,627,Oxford Rd.,Ann Arbor,,627 Oxford Rd.,42.27428513,-83.72593534,
710,1590,632,Oxford Rd.,Ann Arbor,,632 Oxford Rd.,42.27433322,-83.72615909,
699,1582,605,Oswego St.,Ann Arbor,,605 Oswego St.,42.27433424,-83.72317098,
269,263,533,E. University Ave.,Ann Arbor,,533 E. University Ave.,42.27442691,-83.73565223,
517,20,,Martha Cook,Ann Arbor,dorm,Martha Cook,42.2744632,-83.73797937,
500,736,1841,Linden St.,Ann Arbor,,1841 Linden St.,42.2744958,-83.7285417,
709,1589,621,Oxford Rd.,Ann Arbor,,621 Oxford Rd.,42.27449845,-83.72594352,
700,12.1,,Oxford Housing - Cheever,Ann Arbor,dorm,Oxford Housing - Cheever,42.27450145,-83.72530901,
701,12.2,,Oxford Housing - Emmanuel,Ann Arbor,dorm,Oxford Housing - Emmanuel,42.27450145,-83.72530901,
702,12.3,,Oxford Housing - Goddard,Ann Arbor,dorm,Oxford Housing - Goddard,42.27450145,-83.72530901,
703,12.4,,Oxford Housing - Seeley,Ann Arbor,dorm,Oxford Housing - Seeley,42.27450145,-83.72530901,
704,12.5,,Oxford Housing - Vandenburg,Ann Arbor,dorm,Oxford Housing - Vandenburg,42.27450145,-83.72530901,
1053,355,1443,Washtenaw Ave.,Ann Arbor,,1443 Washtenaw Ave.,42.27454225,-83.7298125,
1052,354,1408,Washtenaw Ave.,Ann Arbor,,1408 Washtenaw Ave.,42.2745548,-83.73160913,
826,1696,610,S. Forest. Ave,Ann Arbor,,610 S. Forest. Ave,42.2745714,-83.73346708,
872,777,548,S. State St.,Ann Arbor,,548 S. State St.,42.27462805,-83.74121931,
816,2107,548,S. Fifth Ave.,Ann Arbor,,548 S. Fifth Ave.,42.27464105,-83.74663402,
123,1047,619,Church St.,Ann Arbor,,619 Church St.,42.2747102,-83.73446204,
902,725,1320,S. University Ave.,Ann Arbor,,1320 S. University Ave.,42.2747152,-83.73229925,
937,1783,1320,South University Ave.,Ann Arbor,,1320 South University Ave.,42.2747152,-83.73229925,
822,582,620,S. Forest Ave.,Ann Arbor,,620 S. Forest Ave.,42.27471776,-83.73318529,
122,1046,616,Church St.,Ann Arbor,,616 Church St.,42.27472796,-83.73468459,
131,1039,616,Church St. ,Ann Arbor,,616 Church St. ,42.27472796,-83.73468459,
278,2149,427,E. University Ave.,Ann Arbor,,427 E. University Ave.,42.2747755,-83.73565365,
708,1588,613,Oxford Rd.,Ann Arbor,,613 Oxford Rd.,42.27478277,-83.72595751,
824,1165,612,S. Forest Ave.,Ann Arbor,,612 S. Forest Ave.,42.27479465,-83.73318757,
279,2248,421,E. University Ave.,Ann Arbor,,421 E. University Ave.,42.27479523,-83.73565373,
924,1779,554,Sixth St.,Ann Arbor,,554 Sixth St.,42.27485012,-83.75730841,
1080,14.1,,West Quad - Adams,Ann Arbor,dorm,West Quad - Adams,42.27486795,-83.742563,
1081,14.3,,West Quad - Chicago,Ann Arbor,dorm,West Quad - Chicago,42.27486795,-83.742563,
1082,14.4,,West Quad - Lloyd,Ann Arbor,dorm,West Quad - Lloyd,42.27486795,-83.742563,
1083,14.5,,West Quad - Michigan,Ann Arbor,dorm,West Quad - Michigan,42.27486795,-83.742563,
1084,14.6,,West Quad - Wenley,Ann Arbor,dorm,West Quad - Wenley,42.27486795,-83.742563,
1085,14.7,,West Quad - Williams,Ann Arbor,dorm,West Quad - Williams,42.27486795,-83.742563,
1086,14.8,,West Quad - Winchell,Ann Arbor,dorm,West Quad - Winchell,42.27486795,-83.742563,
903,1750,1020,S. University Ave.,Ann Arbor,,1020 S. University Ave.,42.2748947,-83.73676633,
842,662,537,S. Fourth Ave.,Ann Arbor,,537 S. Fourth Ave.,42.27491325,-83.74731266,
907,1755,1520,S. University Ave.,Ann Arbor,,1520 S. University Ave.,42.27500312,-83.72969035,
904,1751,1115,S. University Ave.,Ann Arbor,,1115 S. University Ave.,42.27507457,-83.73548143,
905,1753,1225,S. University Ave.,Ann Arbor,,1225 S. University Ave.,42.27510594,-83.73413094,
735,1603,335,Packard St.,Ann Arbor,,335 Packard St.,42.2751116,-83.7448603,
936,310,1309,South University Ave.,Ann Arbor,,1309 South University Ave.,42.27511886,-83.73280112,
359,1198,1928,Geddes Ave.,Ann Arbor,,1928 Geddes Ave.,42.2751526,-83.7236614,
906,1754,1513,S. University Ave.,Ann Arbor,,1513 S. University Ave.,42.27516757,-83.72967202,
557,836,,Michigan Union,Ann Arbor,,Michigan Union,42.2751767,-83.74151707,
908,1756,1709,S. University Ave.,Ann Arbor,,1709 S. University Ave.,42.27520197,-83.72719865,
707,1587,603,Oxford Rd.,Ann Arbor,,603 Oxford Rd.,42.27525125,-83.72598044,
845,1703,524,S. Fourth Ave.,Ann Arbor,,524 S. Fourth Ave.,42.27525635,-83.74782067,
841,613,536,S. Forest. Ave.,Ann Arbor,University Towers,536 S. Forest. Ave.,42.27525705,-83.73349123,
351,786,1912,Geddes Ave.,Ann Arbor,,1912 Geddes Ave.,42.2752591,-83.72410227,
723,534,323,Packard St.,Ann Arbor,,323 Packard St.,42.275357,-83.74535265,
810,1678.1,545,S. Division St.,Ann Arbor,,545 S. Division St.,42.27536375,-83.74414381,
745,2010,308,Packard St.,Ann Arbor,,308 Packard St.,42.27537387,-83.74611663,
117,556,543,Church St.,Ann Arbor,,543 Church St.,42.27538225,-83.73435372,
130,552,543,Church St. ,Ann Arbor,,543 Church St. ,42.27538225,-83.73435372,
848,2155,527,S. Fourth St.,Ann Arbor,,527 S. Fourth St.,42.27538904,-83.7546421,
809,1688,543,S. Division St.,Ann Arbor,,543 S. Division St.,42.27539578,-83.74414221,
835,1695,546,S. Forest. Ave.,Ann Arbor,,546 S. Forest. Ave.,42.27544732,-83.73310643,
1049,350,1328,Washtenaw Ave.,Ann Arbor,,1328 Washtenaw Ave.,42.2754835,-83.73247573,
1051,353,1351,Washtenaw Ave.,Ann Arbor,,1351 Washtenaw Ave.,42.27550455,-83.731753,
833,1693,526,S. Forest. Ave.,Ann Arbor,,526 S. Forest. Ave.,42.27554067,-83.73303968,
847,1705,517,S. Fourth St.,Ann Arbor,,517 S. Fourth St.,42.2755671,-83.75464629,
722,533,307,Packard St.,Ann Arbor,,307 Packard St.,42.2756023,-83.7459064,
